,nazwa,okres,mln_EUR
23615,HELIO,2018-08,14.32
23616,SEKO,2018-08,14.24
23617,SOHODEV,2018-08,14.03
23618,MOSTALWAR,2018-08,13.64
23619,BERLING,2018-08,13.16
23620,WISTIL,2018-08,13.15
23621,RAFAMET,2018-08,13.07
23622,EKOEXPORT,2018-08,13.01
23623,INTERFERI,2018-08,12.82
23624,BBIDEV,2018-08,12.67
23625,NANOGROUP,2018-08,12.62
23626,AIRWAY,2018-08,12.51
23627,PROCHEM,2018-08,12.42
23628,IZOBLOK,2018-08,11.95
23629,FASING,2018-08,11.86
23630,ELEKTROTI,2018-08,11.81
23631,TBULL,2018-08,11.51
23632,ALTA,2018-08,11.33
23633,DELKO,2018-08,11.25
23634,TALEX,2018-08,11.18
23635,OPTEAM,2018-08,11.13
23636,LABOPRINT,2018-08,11.12
23637,ESOTIQ,2018-08,10.92
23638,NOWAGALA,2018-08,10.92
23639,KCI,2018-08,10.54
23640,TXM,2018-08,10.51
23641,PRAGMAFA,2018-08,10.48
23642,MAXCOM,2018-08,10.34
23643,ERG,2018-08,10.24
23644,KPPD,2018-08,9.67
23645,STARHEDGE,2018-08,9.63
23646,MAKARONPL,2018-08,9.61
23647,PAMAPOL,2018-08,9.22
23648,SYGNITY,2018-08,9.13
23649,KOMPUTRON,2018-08,9.08
23650,INTERSPPL,2018-08,9.06
23651,LSISOFT,2018-08,9.03
23652,MOSTALZAB,2018-08,9.03
23653,MEGARON,2018-08,8.99
23654,08OCTAVA,2018-08,8.97
23655,EFEKT,2018-08,8.92
23656,MEDIACAP,2018-08,8.79
23657,IPOPEMA,2018-08,8.71
23658,SARE,2018-08,8.53
23659,MIRACULUM,2018-08,8.5
23660,PRAGMAINK,2018-08,8.45
23661,NTTSYSTEM,2018-08,8.38
23662,BRASTER,2018-08,8.28
23663,TOWERINVT,2018-08,7.92
23664,PMPG,2018-08,7.9
23665,KOMPAP,2018-08,7.85
23666,REDAN,2018-08,7.65
23667,GROCLIN,2018-08,7.63
23668,SFINKS,2018-08,7.02
23669,K2INTERNT,2018-08,6.97
23670,HARPER,2018-08,6.97
23671,OPENFIN,2018-08,6.92
23672,BETACOM,2018-08,6.87
23673,PETROLINV,2018-08,6.83
23674,YOLO,2018-08,6.79
23675,SIMPLE,2018-08,6.72
23676,KOPEX,2018-08,6.58
23677,ARTERIA,2018-08,6.56
23678,CZTOREBKA,2018-08,6.29
23679,PATENTUS,2018-08,6.25
23680,ATLANTAPL,2018-08,6.23
23681,GINOROSSI,2018-08,6.21
23682,PEMUG,2018-08,6.08
23683,MWTRADE,2018-08,5.86
23684,OTMUCHOW,2018-08,5.85
23685,REMAK,2018-08,5.64
23686,EDINVEST,2018-08,5.62
23687,TESGAS,2018-08,5.55
23688,ATREM,2018-08,5.46
23689,BUMECH,2018-08,5.32
23690,ENAP,2018-08,5.21
23691,SOLAR,2018-08,5.1
23692,QUANTUM,2018-08,5.08
23693,MEXPOLSKA,2018-08,5.0
23694,SKYLINE,2018-08,4.94
23695,SKOTAN,2018-08,4.9
23696,ENERGOINS,2018-08,4.32
23697,COMPERIA,2018-08,4.24
23698,WINVEST,2018-08,4.08
23699,IFIRMA,2018-08,4.04
23700,TRITON,2018-08,4.02
23701,WADEX,2018-08,3.83
23702,IALBGR,2018-08,3.58
23703,NORTCOAST,2018-08,3.53
23704,PROCAD,2018-08,3.49
23705,KRAKCHEM,2018-08,3.46
23706,MOSTALPLC,2018-08,3.3
23707,PLATYNINW,2018-08,3.23
23708,ZASTAL,2018-08,3.12
23709,ATLANTIS,2018-08,3.08
23710,INVISTA,2018-08,3.03
23711,ITMTRADE,2018-08,2.98
23712,FON,2018-08,2.93
23713,JWWINVEST,2018-08,2.77
23714,IMPERA,2018-08,2.58
23715,WIKANA,2018-08,2.56
23716,DGA,2018-08,2.5
23717,SUNEX,2018-08,2.48
23718,ELKOP,2018-08,2.48
23719,ARCUS,2018-08,2.47
23720,STAPORKOW,2018-08,2.47
23721,DROZAPOL,2018-08,2.45
23722,CCENERGY,2018-08,2.39
23723,SANWIL,2018-08,2.37
23724,VISTAL,2018-08,2.25
23725,IFCAPITAL,2018-08,2.2
23726,INC,2018-08,2.17
23727,HYPERION,2018-08,2.13
23728,MUZA,2018-08,2.13
23729,IQP,2018-08,2.08
23730,CHEMOS,2018-08,1.92
23731,PRIMAMODA,2018-08,1.9
23732,AWBUD,2018-08,1.9
23733,SETANTA,2018-08,1.88
23734,HUBSTYLE,2018-08,1.86
23735,ABMSOLID,2018-08,1.83
23736,SWISSMED,2018-08,1.71
23737,UNIMA,2018-08,1.69
23738,MOJ,2018-08,1.65
23739,IBSM,2018-08,1.64
23740,IZOLACJA,2018-08,1.55
23741,PBSFINANSE,2018-08,1.44
23742,FASTFIN,2018-08,1.28
23743,KBDOM,2018-08,1.15
23744,FMG,2018-08,1.1
23745,RESBUD,2018-08,0.97
23746,INDYGO,2018-08,0.96
23747,06MAGNA,2018-08,0.94
23748,RUBICON,2018-08,0.91
23749,WILBO,2018-08,0.91
23750,IFSA,2018-08,0.86
23751,ZREMB,2018-08,0.83
23752,CALATRAVA,2018-08,0.8
23753,IDEON,2018-08,0.8
23754,GRAVITON,2018-08,0.79
23755,BUDOPOL,2018-08,0.73
23756,MNI,2018-08,0.66
23757,LARK,2018-08,0.56
23758,IDMSA,2018-08,0.55
23759,INTERBUD,2018-08,0.52
23760,DROP,2018-08,0.51
23761,INDATA,2018-08,0.49
23762,PCGUARD,2018-08,0.44
23763,SCOPAK,2018-08,0.44
23764,EVEREST,2018-08,0.32
23765,CUBEITG,2018-08,0.28
23766,PROCHNIK,2018-08,0.25
23767,AMPLI,2018-08,0.17
23768,DREWEX,2018-08,0.15
23769,REGNON,2018-08,0.11
23770,REDWOOD,2018-08,0.08
23771,PKOBP,2018-09,12554.43
23772,PKNORLEN,2018-09,10113.46
23773,PGNIG,2018-09,8752.56
23774,SANPL,2018-09,8734.76
23775,PZU,2018-09,8025.91
23776,PEKAO,2018-09,6525.8
23777,INGBSK,2018-09,5567.8
23778,MBANK,2018-09,4436.02
23779,CDPROJEKT,2018-09,4214.84
23780,KGHM,2018-09,4171.93
23781,PGE,2018-09,4167.28
23782,LPP,2018-09,3740.49
23783,CYFRPLSAT,2018-09,3329.94
23784,LOTOS,2018-09,3249.59
23785,MILLENNIUM,2018-09,2627.08
23786,HANDLOWY,2018-09,2361.5
23787,DINOPL,2018-09,2286.08
23788,CCC,2018-09,2120.37
23789,ALIOR,2018-09,1925.57
23790,JSW,2018-09,1819.7
23791,ORANGEPL,2018-09,1364.16
23792,ZYWIEC,2018-09,1125.39
23793,BGZBNPP,2018-09,1105.22
23794,GTC,2018-09,933.93
23795,ASSECOPOL,2018-09,926.11
23796,ORBIS,2018-09,916.92
23797,KRUK,2018-09,888.93
23798,KETY,2018-09,859.25
23799,INTERCARS,2018-09,845.83
23800,ENEA,2018-09,826.79
23801,ENERGA,2018-09,758.07
23802,FAMUR,2018-09,753.54
23803,GRUPAAZOTY,2018-09,733.85
23804,TAURONPE,2018-09,726.23
23805,BENEFIT,2018-09,655.91
23806,BUDIMEX,2018-09,619.22
23807,EUROCASH,2018-09,589.05
23808,CIECH,2018-09,584.82
23809,PFLEIDER,2018-09,524.1
23810,PKPCARGO,2018-09,503.29
23811,STALPROD,2018-09,487.3
23812,BOGDANKA,2018-09,477.79
23813,GPW,2018-09,436.78
23814,PULAWY,2018-09,420.66
23815,ECHO,2018-09,418.35
23816,PCCROKITA,2018-09,398.79
23817,DOMDEV,2018-09,397.49
23818,DEBICA,2018-09,358.69
23819,CLNPHARMA,2018-09,353.98
23820,NETIA,2018-09,353.54
23821,MABION,2018-09,350.13
23822,WIRTUALNA,2018-09,349.62
23823,CFI,2018-09,347.77
23824,COMARCH,2018-09,317.99
23825,POLICE,2018-09,294.11
23826,ATAL,2018-09,290.04
23827,NEUCA,2018-09,283.89
23828,BORYSZEW,2018-09,283.75
23829,WAWEL,2018-09,281.59
23830,LCCORP,2018-09,259.85
23831,FORTE,2018-09,240.91
23832,MENNICA,2018-09,235.85
23833,PEP,2018-09,230.87
23834,KRUSZWICA,2018-09,230.33
23835,PLAYWAY,2018-09,220.96
23836,SNIEZKA,2018-09,212.69
23837,ALCHEMIA,2018-09,210.7
23838,SELVITA,2018-09,209.02
23839,AMICA,2018-09,199.87
23840,KOGENERA,2018-09,192.56
23841,ASSECOBS,2018-09,189.33
23842,APATOR,2018-09,185.25
23843,11BIT,2018-09,182.06
23844,NEWAG,2018-09,180.15
23845,STALEXP,2018-09,177.14
23846,MLPGROUP,2018-09,173.86
23847,VISTULA,2018-09,173.08
23848,POLIMEXMS,2018-09,172.84
23849,SANOK,2018-09,169.92
23850,IMPEXMET,2018-09,167.25
23851,TSGAMES,2018-09,165.21
23852,BOS,2018-09,162.12
23853,ALUMETAL,2018-09,160.72
23854,BEST,2018-09,147.64
23855,WIELTON,2018-09,146.15
23856,LIVECHAT,2018-09,144.38
23857,CPGROUP,2018-09,139.9
23858,GETINOBLE,2018-09,134.5
23859,ASSECOSEE,2018-09,132.43
23860,TOYA,2018-09,131.76
23861,PHN,2018-09,125.49
23862,MCI,2018-09,119.11
23863,BIOTON,2018-09,118.4
23864,AUTOPARTN,2018-09,117.29
23865,XTB,2018-09,114.87
23866,ATMGRUPA,2018-09,106.57
23867,MANGATA,2018-09,102.23
23868,AGORA,2018-09,98.15
23869,ACAUTOGAZ,2018-09,94.03
23870,GETBACK,2018-09,87.79
23871,ZEPAK,2018-09,87.33
23872,PGO,2018-09,83.87
23873,BSCDRUK,2018-09,83.58
23874,ULMA,2018-09,83.05
23875,LENTEX,2018-09,82.81
23876,ENTER,2018-09,82.15
23877,ARCHICOM,2018-09,80.46
23878,ATM,2018-09,80.15
23879,OPONEO.PL,2018-09,79.61
23880,ABPL,2018-09,76.93
23881,DEKPOL,2018-09,76.35
23882,LOKUM,2018-09,74.59
23883,CELTIC,2018-09,74.17
23884,RAINBOW,2018-09,73.25
23885,COMP,2018-09,72.74
23886,POLNORD,2018-09,71.79
23887,AMBRA,2018-09,68.75
23888,FERRUM,2018-09,66.84
23889,IDEABANK,2018-09,65.89
23890,RAWLPLUG,2018-09,65.86
23891,FERRO,2018-09,65.65
23892,PGSSOFT,2018-09,64.77
23893,WITTCHEN,2018-09,64.16
23894,SELENAFM,2018-09,64.15
23895,PBKM,2018-09,64.07
23896,OAT,2018-09,64.01
23897,VOXEL,2018-09,62.7
23898,IMMOBILE,2018-09,62.64
23899,PCCEXOL,2018-09,62.59
23900,R22,2018-09,59.76
23901,GOBARTO,2018-09,59.62
23902,ELEMENTAL,2018-09,59.46
23903,RAFAKO,2018-09,58.47
23904,ARCTIC,2018-09,58.4
23905,STELMET,2018-09,57.61
23906,PEKABEX,2018-09,56.48
23907,JWCONSTR,2018-09,54.5
23908,KINOPOL,2018-09,53.37
23909,VIGOSYS,2018-09,51.03
23910,COGNOR,2018-09,50.03
23911,INDYKPOL,2018-09,49.74
23912,VANTAGE,2018-09,49.37
23913,ENELMED,2018-09,49.11
23914,ASMGROUP,2018-09,48.06
23915,GETIN,2018-09,47.98
23916,STALPROFI,2018-09,47.12
23917,BYTOM,2018-09,46.76
23918,ABCDATA,2018-09,45.16
23919,MFO,2018-09,42.39
23920,PANOVA,2018-09,42.37
23921,ROPCZYCE,2018-09,42.35
23922,MONNARI,2018-09,42.22
23923,INPRO,2018-09,42.18
23924,QUERCUS,2018-09,41.57
23925,UNIBEP,2018-09,41.05
23926,SKARBIEC,2018-09,41.05
23927,KANIA,2018-09,40.15
23928,ELBUDOWA,2018-09,40.01
23929,TRAKCJA,2018-09,39.95
23930,TARCZYNSKI,2018-09,39.85
23931,KONSSTALI,2018-09,39.35
23932,MEDICALG,2018-09,38.46
23933,ORZBIALY,2018-09,37.97
23934,MDIENERGIA,2018-09,37.78
23935,KREDYTIN,2018-09,37.74
23936,OTLOG,2018-09,37.64
23937,MERCOR,2018-09,36.29
23938,SECOGROUP,2018-09,36.17
23939,TIM,2018-09,35.96
23940,AILLERON,2018-09,35.72
23941,MERCATOR,2018-09,35.33
23942,IMPEL,2018-09,35.24
23943,WASKO,2018-09,35.22
23944,APLISENS,2018-09,33.31
23945,CIGAMES,2018-09,33.25
23946,ERGIS,2018-09,33.18
23947,MARVIPOL,2018-09,32.96
23948,MOBRUK,2018-09,32.64
23949,MLSYSTEM,2018-09,32.28
23950,IZOSTAL,2018-09,31.81
23951,ZPUE,2018-09,31.79
23952,OEX,2018-09,30.86
23953,PEPEES,2018-09,29.8
23954,ZUE,2018-09,29.66
23955,I2DEV,2018-09,29.64
23956,ERBUD,2018-09,29.63
23957,CDRL,2018-09,29.2
23958,ABADONRE,2018-09,29.18
23959,NOVITA,2018-09,28.85
23960,URSUS,2018-09,28.74
23961,KGL,2018-09,27.99
23962,DECORA,2018-09,27.39
23963,PROJPRZEM,2018-09,26.82
23964,JHMDEV,2018-09,26.73
23965,ATENDE,2018-09,26.63
23966,TORPOL,2018-09,26.46
23967,ALTUSTFI,2018-09,25.91
23968,HERKULES,2018-09,25.51
23969,IMS,2018-09,25.25
23970,VIVID,2018-09,25.07
23971,PCM,2018-09,24.98
23972,ESSYSTEM,2018-09,24.89
23973,PEMANAGER,2018-09,24.69
23974,VINDEXUS,2018-09,24.64
23975,ELZAB,2018-09,23.8
23976,INSTALKRK,2018-09,23.62
23977,KREZUS,2018-09,23.44
23978,ADIUVO,2018-09,23.32
23979,INTROL,2018-09,23.14
23980,CNT,2018-09,22.98
23981,MEDIATEL,2018-09,22.67
23982,EMCINSMED,2018-09,22.39
23983,BALTONA,2018-09,21.87
23984,NETMEDIA,2018-09,21.67
23985,SONEL,2018-09,20.98
23986,SYNEKTIK,2018-09,20.97
23987,HYDROTOR,2018-09,20.55
23988,ARTIFEX,2018-09,20.28
23989,PROTEKTOR,2018-09,20.0
23990,LUBAWA,2018-09,19.95
23991,KREC,2018-09,19.88
23992,BAHOLDING,2018-09,19.85
23993,ZAMET,2018-09,19.84
23994,MIRBUD,2018-09,19.7
23995,POLMED,2018-09,19.42
23996,MASTERPHA,2018-09,19.03
23997,CORMAY,2018-09,18.98
23998,TERMOREX,2018-09,18.87
23999,PBG,2018-09,18.83
24000,UNIMOT,2018-09,17.69
24001,PLASTBOX,2018-09,17.58
24002,BEDZIN,2018-09,17.33
24003,GLCOSMED,2018-09,17.18
24004,LENA,2018-09,17.01
24005,RANKPROGR,2018-09,16.54
24006,KRVITAMIN,2018-09,16.35
24007,BIOMEDLUB,2018-09,16.32
24008,APSENERGY,2018-09,16.23
24009,POLWAX,2018-09,16.16
24010,POZBUD,2018-09,16.11
24011,TRANSPOL,2018-09,15.35
24012,SESCOM,2018-09,15.24
24013,BIK,2018-09,15.13
24014,SUWARY,2018-09,15.13
24015,RELPOL,2018-09,15.12
24016,EUROTEL,2018-09,15.09
24017,ACTION,2018-09,15.09
24018,VOTUM,2018-09,14.95
24019,ODLEWNIE,2018-09,14.9
24020,LIBET,2018-09,14.87
24021,SEKO,2018-09,14.79
24022,BERLING,2018-09,14.79
24023,WORKSERV,2018-09,14.63
24024,LARQ,2018-09,14.59
24025,ORION,2018-09,14.57
24026,GRODNO,2018-09,14.55
24027,VENTUREIN,2018-09,14.39
24028,BOWIM,2018-09,14.39
24029,4FUNMEDIA,2018-09,14.37
24030,WOJAS,2018-09,14.07
24031,FEERUM,2018-09,13.98
24032,HELIO,2018-09,13.46
24033,MORIZON,2018-09,13.33
24034,EUCO,2018-09,13.24
24035,WISTIL,2018-09,13.23
24036,RADPOL,2018-09,12.9
24037,INTERFERI,2018-09,12.89
24038,RAFAMET,2018-09,12.74
24039,HOLLYWOOD,2018-09,12.68
24040,MOSTALWAR,2018-09,12.5
24041,NANOGROUP,2018-09,12.3
24042,EKOEXPORT,2018-09,12.09
24043,QUMAK,2018-09,11.91
24044,MIRACULUM,2018-09,11.8
24045,FASING,2018-09,11.79
24046,DELKO,2018-09,11.76
24047,AIRWAY,2018-09,11.63
24048,ESOTIQ,2018-09,11.35
24049,PROCHEM,2018-09,11.27
24050,TALEX,2018-09,11.24
24051,CAPITAL,2018-09,11.14
24052,INTERSPPL,2018-09,10.98
24053,ALTA,2018-09,10.83
24054,BBIDEV,2018-09,10.78
24055,PRAGMAFA,2018-09,10.76
24056,PRAGMAINK,2018-09,10.64
24057,MAXCOM,2018-09,10.4
24058,STARHEDGE,2018-09,10.3
24059,IZOBLOK,2018-09,10.29
24060,SOHODEV,2018-09,10.27
24061,OPTEAM,2018-09,10.25
24062,ERG,2018-09,10.05
24063,TBULL,2018-09,10.0
24064,ELEKTROTI,2018-09,9.7
24065,TOWERINVT,2018-09,9.32
24066,KCI,2018-09,9.31
24067,LSISOFT,2018-09,9.28
24068,KPPD,2018-09,9.27
24069,08OCTAVA,2018-09,9.02
24070,SYGNITY,2018-09,8.93
24071,LABOPRINT,2018-09,8.89
24072,IPOPEMA,2018-09,8.76
24073,MAKARONPL,2018-09,8.75
24074,NOWAGALA,2018-09,8.45
24075,MEDIACAP,2018-09,8.45
24076,NTTSYSTEM,2018-09,8.4
24077,EFEKT,2018-09,8.3
24078,MEGARON,2018-09,8.15
24079,PAMAPOL,2018-09,8.14
24080,GROCLIN,2018-09,8.13
24081,MOSTALZAB,2018-09,8.03
24082,REDAN,2018-09,8.03
24083,OPENFIN,2018-09,8.01
24084,KOMPUTRON,2018-09,7.98
24085,SARE,2018-09,7.83
24086,KOMPAP,2018-09,7.78
24087,K2INTERNT,2018-09,6.92
24088,PETROLINV,2018-09,6.87
24089,BETACOM,2018-09,6.86
24090,GINOROSSI,2018-09,6.83
24091,PMPG,2018-09,6.83
24092,BRASTER,2018-09,6.72
24093,SIMPLE,2018-09,6.65
24094,ARTERIA,2018-09,6.48
24095,SFINKS,2018-09,6.34
24096,PATENTUS,2018-09,6.15
24097,CZTOREBKA,2018-09,6.15
24098,PEMUG,2018-09,6.12
24099,BUMECH,2018-09,5.81
24100,REMAK,2018-09,5.75
24101,TXM,2018-09,5.74
24102,MWTRADE,2018-09,5.65
24103,EDINVEST,2018-09,5.63
24104,OTMUCHOW,2018-09,5.58
24105,MEXPOLSKA,2018-09,5.4
24106,ATLANTAPL,2018-09,5.35
24107,TESGAS,2018-09,5.29
24108,KOPEX,2018-09,5.23
24109,QUANTUM,2018-09,4.99
24110,ATREM,2018-09,4.75
24111,SKOTAN,2018-09,4.68
24112,ENAP,2018-09,4.61
24113,WINVEST,2018-09,4.51
24114,HARPER,2018-09,4.47
24115,SOLAR,2018-09,4.35
24116,IFIRMA,2018-09,4.26
24117,TRITON,2018-09,4.23
24118,ENERGOINS,2018-09,4.21
24119,WIKANA,2018-09,4.17
24120,COMPERIA,2018-09,4.04
24121,SKYLINE,2018-09,3.93
24122,YOLO,2018-09,3.89
24123,IALBGR,2018-09,3.6
24124,WADEX,2018-09,3.56
24125,NORTCOAST,2018-09,3.56
24126,IQP,2018-09,3.51
24127,PROCAD,2018-09,3.38
24128,HUBSTYLE,2018-09,3.17
24129,KRAKCHEM,2018-09,3.1
24130,INVISTA,2018-09,3.05
24131,ATLANTIS,2018-09,2.98
24132,MOSTALPLC,2018-09,2.82
24133,JWWINVEST,2018-09,2.73
24134,SANWIL,2018-09,2.7
24135,VISTAL,2018-09,2.66
24136,ZASTAL,2018-09,2.62
24137,FON,2018-09,2.62
24138,SUNEX,2018-09,2.61
24139,STAPORKOW,2018-09,2.48
24140,ARCUS,2018-09,2.42
24141,CCENERGY,2018-09,2.41
24142,DROZAPOL,2018-09,2.38
24143,IMPERA,2018-09,2.38
24144,DGA,2018-09,2.33
24145,AWBUD,2018-09,2.22
24146,ELKOP,2018-09,2.21
24147,INC,2018-09,2.15
24148,HYPERION,2018-09,2.14
24149,IFCAPITAL,2018-09,2.11
24150,CHEMOS,2018-09,1.93
24151,MUZA,2018-09,1.88
24152,PLATYNINW,2018-09,1.84
24153,PRIMAMODA,2018-09,1.78
24154,ABMSOLID,2018-09,1.77
24155,ITMTRADE,2018-09,1.73
24156,IBSM,2018-09,1.63
24157,IZOLACJA,2018-09,1.57
24158,MOJ,2018-09,1.54
24159,SWISSMED,2018-09,1.53
24160,UNIMA,2018-09,1.51
24161,SETANTA,2018-09,1.43
24162,FMG,2018-09,1.18
24163,PBSFINANSE,2018-09,1.18
24164,KBDOM,2018-09,1.16
24165,ZREMB,2018-09,1.0
24166,INDYGO,2018-09,0.97
24167,RUBICON,2018-09,0.96
24168,WILBO,2018-09,0.91
24169,RESBUD,2018-09,0.85
24170,IFSA,2018-09,0.82
24171,CALATRAVA,2018-09,0.81
24172,IDEON,2018-09,0.8
24173,GRAVITON,2018-09,0.78
24174,BUDOPOL,2018-09,0.73
24175,MNI,2018-09,0.66
24176,06MAGNA,2018-09,0.65
24177,LARK,2018-09,0.56
24178,DROP,2018-09,0.53
24179,IDMSA,2018-09,0.53
24180,INDATA,2018-09,0.5
24181,FASTFIN,2018-09,0.47
24182,PCGUARD,2018-09,0.44
24183,INTERBUD,2018-09,0.43
24184,CUBEITG,2018-09,0.38
24185,EVEREST,2018-09,0.33
24186,SCOPAK,2018-09,0.28
24187,PROCHNIK,2018-09,0.25
24188,AMPLI,2018-09,0.17
24189,DREWEX,2018-09,0.15
24190,REGNON,2018-09,0.11
24191,REDWOOD,2018-09,0.04
24192,PKOBP,2018-10,11523.68
24193,PKNORLEN,2018-10,9108.55
24194,PGNIG,2018-10,8351.36
24195,PZU,2018-10,7811.24
24196,SANPL,2018-10,7806.69
24197,PEKAO,2018-10,6344.66
24198,INGBSK,2018-10,4896.06
24199,PGE,2018-10,4537.02
24200,KGHM,2018-10,4011.73
24201,MBANK,2018-10,3655.33
24202,CDPROJEKT,2018-10,3512.99
24203,LPP,2018-10,3357.31
24204,CYFRPLSAT,2018-10,3263.22
24205,LOTOS,2018-10,2957.09
24206,MILLENNIUM,2018-10,2473.12
24207,HANDLOWY,2018-10,2111.65
24208,JSW,2018-10,2005.97
24209,DINOPL,2018-10,1912.68
24210,ALIOR,2018-10,1740.7
24211,BGZBNPP,2018-10,1596.28
24212,CCC,2018-10,1587.3
24213,ORANGEPL,2018-10,1314.99
24214,ZYWIEC,2018-10,1081.37
24215,ASSECOPOL,2018-10,925.57
24216,GTC,2018-10,900.92
24217,ENEA,2018-10,819.43
24218,KRUK,2018-10,804.31
24219,INTERCARS,2018-10,785.06
24220,KETY,2018-10,751.51
24221,ENERGA,2018-10,745.67
24222,FAMUR,2018-10,740.47
24223,BUDIMEX,2018-10,730.9
24224,TAURONPE,2018-10,720.23
24225,ORBIS,2018-10,717.01
24226,EUROCASH,2018-10,656.73
24227,GRUPAAZOTY,2018-10,593.16
24228,BENEFIT,2018-10,576.88
24229,CIECH,2018-10,516.38
24230,STALPROD,2018-10,475.4
24231,PFLEIDER,2018-10,424.24
24232,BOGDANKA,2018-10,422.49
24233,PKPCARGO,2018-10,415.68
24234,DOMDEV,2018-10,390.84
24235,PCCROKITA,2018-10,383.2
24236,ECHO,2018-10,382.08
24237,GPW,2018-10,374.53
24238,NETIA,2018-10,363.37
24239,WIRTUALNA,2018-10,347.46
24240,DEBICA,2018-10,337.79
24241,PULAWY,2018-10,331.87
24242,CFI,2018-10,317.56
24243,COMARCH,2018-10,315.47
24244,CLNPHARMA,2018-10,307.53
24245,MABION,2018-10,290.81
24246,WAWEL,2018-10,277.01
24247,ATAL,2018-10,270.83
24248,BORYSZEW,2018-10,265.42
24249,LCCORP,2018-10,247.99
24250,NEUCA,2018-10,245.77
24251,MENNICA,2018-10,234.95
24252,KRUSZWICA,2018-10,226.08
24253,POLICE,2018-10,223.37
24254,ALCHEMIA,2018-10,214.72
24255,SNIEZKA,2018-10,212.66
24256,PEP,2018-10,208.79
24257,SELVITA,2018-10,194.69
24258,AMICA,2018-10,190.28
24259,ASSECOBS,2018-10,187.49
24260,STALEXP,2018-10,186.68
24261,MLPGROUP,2018-10,184.0
24262,APATOR,2018-10,182.68
24263,PLAYWAY,2018-10,182.09
24264,NEWAG,2018-10,175.58
24265,KOGENERA,2018-10,168.56
24266,POLIMEXMS,2018-10,163.89
24267,VISTULA,2018-10,163.15
24268,11BIT,2018-10,160.53
24269,SANOK,2018-10,155.16
24270,ALUMETAL,2018-10,154.39
24271,LIVECHAT,2018-10,152.79
24272,BEST,2018-10,151.97
24273,TOYA,2018-10,147.27
24274,BOS,2018-10,143.78
24275,FORTE,2018-10,138.68
24276,IMPEXMET,2018-10,136.86
24277,ASSECOSEE,2018-10,136.58
24278,WIELTON,2018-10,135.91
24279,TSGAMES,2018-10,126.65
24280,XTB,2018-10,126.02
24281,GETINOBLE,2018-10,125.66
24282,BIOTON,2018-10,124.3
24283,CPGROUP,2018-10,122.56
24284,MCI,2018-10,120.22
24285,PHN,2018-10,113.49
24286,AUTOPARTN,2018-10,111.16
24287,ATMGRUPA,2018-10,108.6
24288,MANGATA,2018-10,104.52
24289,AGORA,2018-10,100.02
24290,ACAUTOGAZ,2018-10,93.18
24291,COMP,2018-10,87.45
24292,GETBACK,2018-10,86.58
24293,BSCDRUK,2018-10,85.59
24294,ZEPAK,2018-10,81.67
24295,ATM,2018-10,80.55
24296,LENTEX,2018-10,80.09
24297,ULMA,2018-10,80.08
24298,ABPL,2018-10,74.37
24299,ENTER,2018-10,72.5
24300,OPONEO.PL,2018-10,71.11
24301,LOKUM,2018-10,70.65
24302,POLNORD,2018-10,70.12
24303,ARCHICOM,2018-10,67.75
24304,RAWLPLUG,2018-10,65.4
24305,PEKABEX,2018-10,64.7
24306,PGO,2018-10,63.37
24307,FERRUM,2018-10,63.24
24308,AMBRA,2018-10,62.56
24309,DEKPOL,2018-10,61.78
24310,PCCEXOL,2018-10,61.33
24311,FERRO,2018-10,60.82
24312,ARCTIC,2018-10,60.79
24313,WITTCHEN,2018-10,60.55
24314,VOXEL,2018-10,60.38
24315,CELTIC,2018-10,59.06
24316,RAFAKO,2018-10,58.84
24317,IMMOBILE,2018-10,58.29
24318,PBKM,2018-10,58.28
24319,RAINBOW,2018-10,57.79
24320,IDEABANK,2018-10,57.38
24321,GOBARTO,2018-10,57.0
24322,JWCONSTR,2018-10,55.39
24323,R22,2018-10,54.02
24324,COGNOR,2018-10,53.72
24325,OAT,2018-10,53.65
24326,PGSSOFT,2018-10,52.8
24327,ELEMENTAL,2018-10,52.74
24328,KINOPOL,2018-10,51.03
24329,STELMET,2018-10,50.85
24330,VIGOSYS,2018-10,50.16
24331,SELENAFM,2018-10,49.29
24332,INDYKPOL,2018-10,48.69
24333,ASMGROUP,2018-10,47.39
24334,ENELMED,2018-10,46.52
24335,ROPCZYCE,2018-10,46.25
24336,BYTOM,2018-10,45.43
24337,GETIN,2018-10,43.81
24338,VANTAGE,2018-10,42.27
24339,TARCZYNSKI,2018-10,41.78
24340,INPRO,2018-10,41.41
24341,MFO,2018-10,40.88
24342,PANOVA,2018-10,40.87
24343,UNIBEP,2018-10,40.32
24344,ELBUDOWA,2018-10,40.01
24345,ORZBIALY,2018-10,39.21
24346,KANIA,2018-10,38.73
24347,STALPROFI,2018-10,38.18
24348,KONSSTALI,2018-10,37.85
24349,MDIENERGIA,2018-10,36.73
24350,MEDICALG,2018-10,36.6
24351,TRAKCJA,2018-10,36.31
24352,MLSYSTEM,2018-10,36.24
24353,QUERCUS,2018-10,35.97
24354,SECOGROUP,2018-10,35.67
24355,MERCOR,2018-10,35.36
24356,MERCATOR,2018-10,35.2
24357,KREDYTIN,2018-10,35.14
24358,SKARBIEC,2018-10,34.49
24359,MARVIPOL,2018-10,34.43
24360,TIM,2018-10,33.31
24361,MOBRUK,2018-10,33.18
24362,PROJPRZEM,2018-10,33.01
24363,IMPEL,2018-10,32.67
24364,AILLERON,2018-10,32.52
