,Akcje,C/WK,C/Z,Kapitalizacja na koniec miesiąca (mln),Kapitalizacja na koniec okresu (mln),Stopa,Unnamed: 5,Wartość,Wielkość,okres
46,44 SOKOLOW,"0,87",x,,"243 61 0,22",---,,"281,13","100,19",2002-12
47,45 09KWIAT,"0,99",x,,"240 60 0,22",---,,"243,26","30,06",2002-12
48,46 JUPITER,"0,75",x,,"239 60 0,22",---,,"317,35","60,11",2002-12
49,47 NFIEMF,"1,21",x,,"237 59 0,21",---,,"196,25","30,06",2002-12
50,48 FARMACOL,"1,18","7,3",,"224 56 0,20",---,,"189,33","7,80",2002-12
51,49 NORDEABP,"0,70",x,,"202 50 0,18",---,,"290,99","16,93",2002-12
52,50 SOFTBANK,"1,53",x,,"194 48 0,18",---,,"126,91","17,41",2002-12
53,51 COMARCH,"1,43","29,2",,"189 47 0,17",---,,"132,37","7,23",2002-12
54,52 AMS,"15,07",x,,"177 44 0,16",---,,"11,75","4,22",2002-12
55,53 ELEKTRIM,"0,05",x,,"168 42 0,15",---,,"3 261,30","83,77",2002-12
56,54 ORFE,"0,85","6,4",,"157 39 0,14",---,,"185,08","7,96",2002-12
57,55 7BULLS,"7,28",x,,"140 35 0,13",---,,"19,25","12,73",2002-12
58,56 MENNICA,"0,54","57,1",,"134 33 0,12","4,9",,"247,37","6,57",2002-12
59,57 SANOK,"0,81","11,7",,"134 33 0,12",---,,"164,86","4,53",2002-12
60,58 KOGENERA,"0,22",x,,"133 33 0,12","5,6",,"595,30","14,90",2002-12
61,59 06MAGNA,"0,63","9,0",,"132 33 0,12",---,,"210,62","30,06",2002-12
62,60 TUEUROPA,"2,29","14,2",,"130 32 0,12",---,,"56,69","7,88",2002-12
63,61 GRUPAONET,"1,11","47,0",,"111 28 0,10",---,,"100,36","6,88",2002-12
64,62 EMAX,"5,56","21,7",,"111 28 0,10",---,,"19,99","2,90",2002-12
65,63 KROSNO,"0,88","17,5",,"106 26 0,10","2,4",,"120,28","2,53",2002-12
66,64 01NFI,"0,57","98,4",,"100 25 0,09",---,,"175,88","30,06",2002-12
67,65 04PRO,"0,70",x,,"100 25 0,09",---,,"142,55","30,06",2002-12
68,66 POLIGR,"1,53",x,,"100 25 0,09",---,,"65,17","5,30",2002-12
69,67 ABG,"1,42","14,8",,"100 25 0,09",---,,"70,29","11,32",2002-12
70,68 13FORTUNA,"0,61","108,5",,"98 24 0,09",---,,"161,63","30,06",2002-12
71,69 NETIA,x,x,,"96 24 0,09",---,,"-282,39","31,42",2002-12
72,70 ELDORADO,"1,49","11,5",,"96 24 0,09",---,,"64,71","6,64",2002-12
73,71 LENTEX,"0,62","20,3",,"96 24 0,09","4,6",,"154,78","6,21",2002-12
74,72 MOSTALWAR,"0,71","12,0",,"94 23 0,09",---,,"133,20","10,00",2002-12
75,73 PROVIMROL,"1,45","11,9",,"88 22 0,08",---,,"61,03","19,96",2002-12
76,74 14ZACH,"0,56","15,3",,"88 22 0,08",---,,"156,82","30,06",2002-12
77,75 STALPROD,"0,67","13,2",,"87 22 0,08",---,,"130,37","6,73",2002-12
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2003-01
1,Shares,P/BV,P/E,,Market capitalisation at the period-end (mil),Dividend,,Book,Shares,2003-01
2,,,,,PLN EUR %,yield (%),,value (PLN mil),outstanding (mil),2003-01
3,1 TPSA,"1,47",x,,"17 780 4 307 17,36",---,,"12 069,16","1 400,00",2003-01
4,2 PEKAO,"2,06","16,6",,"14 105 3 416 13,78","4,5",,"6 838,55","165,75",2003-01
5,3 HANDLOWY,"1,31","40,3",,"7 802 1 890 7,62","2,0",,"5 952,03","125,23",2003-01
6,4 PKNORLEN,"0,92","18,6",,"7 227 1 750 7,06","0,7",,"7 867,07","420,18",2003-01
7,5 BANKBPH,"1,32","19,7",,"6 619 1 603 6,46","1,6",,"5 015,74","28,72",2003-01
8,6 BZWBK,"2,04","24,0",,"5 063 1 226 4,95","0,6",,"2 484,82","72,96",2003-01
9,7 INGBSK,"1,47","39,2",,"4 007 971 3,91","0,5",,"2 728,64","13,01",2003-01
10,8 ZYWIEC,"3,23","34,2",,"3 911 947 3,82",---,,"1 210,41","11,34",2003-01
11,9 KGHM,"0,84",x,,"2 720 659 2,66",---,,"3 230,53","200,00",2003-01
12,10 AGORA,"2,39","53,7",,"2 543 616 2,48",---,,"1 063,00","56,76",2003-01
13,11 MILLENNIUM,"1,31","7,6",,"2 259 547 2,21",---,,"1 718,58","849,18",2003-01
14,12 SWIECIE,"2,94","15,7",,"2 105 510 2,06","4,0",,"717,08","50,00",2003-01
15,13 KREDYTB,"1,05",x,,"1 915 464 1,87","1,5",,"1 831,32","147,90",2003-01
16,14 PROKOM,"3,34","16,1",,"1 712 415 1,67",---,,"512,37","13,53",2003-01
17,15 BRE,"0,86",x,,"1 564 379 1,53","14,7",,"1 823,82","22,97",2003-01
18,16 EFL,"1,59","15,6",,"1 171 284 1,14",---,,"734,68","44,68",2003-01
19,17 STOMIL,"1,57","10,4",,"1 043 253 1,02",---,,"662,87","27,22",2003-01
20,18 WARTA,"1,85","46,2",,"1 000 242 0,98","1,7",,"541,44","8,13",2003-01
21,19 ORBIS,"0,57","24,2",,"811 196 0,79","2,3",,"1 419,38","46,08",2003-01
22,20 DEBICA,"1,21","14,1",,"737 179 0,72","0,6",,"610,99","13,80",2003-01
23,21 BUDIMEX,"1,47",x,,"705 171 0,69",---,,"479,62","25,53",2003-01
24,22 COMPLAND,"3,94","27,1",,"667 161 0,65",---,,"169,29","6,73",2003-01
25,23 BOS,"1,16","18,9",,"660 160 0,64",---,,"567,58","13,20",2003-01
26,24 DZPOLSKA,"3,12",x,,"615 149 0,60",---,,"197,28","41,00",2003-01
27,25 KETY,"1,92","15,4",,"575 139 0,56","1,8",,"299,76","10,50",2003-01
28,26 CERSANIT,"3,24","13,4",,"500 121 0,49",---,,"154,21","11,63",2003-01
29,27 PGF,"2,79","21,0",,"373 90 0,36",---,,"133,85","12,24",2003-01
30,28 LPP,"5,36","24,8",,"371 90 0,36",---,,"69,17","1,51",2003-01
31,29 FORTISPL,"0,70","12,3",,"362 88 0,35",---,,"516,73","15,08",2003-01
32,30 OKOCIM,"0,74","35,6",,"348 84 0,34",---,,"466,95","28,72",2003-01
33,31 DBPBC,"1,85","38,5",,"346 84 0,34",---,,"187,02","336,27",2003-01
34,32 ECHO,"1,40","11,5",,"338 82 0,33",---,,"240,78","10,50",2003-01
35,33 POLIFARBC,"0,94","45,4",,"338 82 0,33",---,,"360,81","45,36",2003-01
36,34 LGPETRO,"1,21",x,,"329 80 0,32",---,,"273,08","22,26",2003-01
37,35 JELFA,"0,87","12,7",,"306 74 0,30","4,9",,"351,68","6,80",2003-01
38,36 SOFTBANK,"2,51",x,,"294 71 0,29",---,,"116,91","20,61",2003-01
39,37 POLFKUTNO,"2,29","13,3",,"291 71 0,28",---,,"127,45","1,92",2003-01
40,38 GRAJEWO,"1,18","10,2",,"289 70 0,28",---,,"245,67","5,16",2003-01
41,39 GROCLIN,"2,68","10,3",,"289 70 0,28","0,7",,"107,67","5,00",2003-01
42,40 MITEX,"1,97","10,2",,"287 70 0,28",---,,"145,82","20,52",2003-01
43,41 08OCTAVA,"1,15",x,,"268 65 0,26",---,,"231,63","30,06",2003-01
44,42 FORTWRO,"0,60","10,0",,"248 60 0,24",---,,"412,44","50,60",2003-01
45,43 SOKOLOW,"1,04",x,,"247 60 0,24",---,,"237,84","100,19",2003-01
46,44 AMICA,"1,29","18,3",,"245 59 0,24",---,,"189,18","8,74",2003-01
47,45 NFIEMF,"1,23",x,,"242 59 0,24",---,,"196,25","30,06",2003-01
48,46 FARMACOL,"1,19","20,3",,"225 55 0,22",---,,"188,87","7,80",2003-01
49,47 JUPITER,"0,68",x,,"216 52 0,21",---,,"317,35","60,11",2003-01
50,48 09KWIAT,"0,86",x,,"210 51 0,21",---,,"243,26","30,06",2003-01
51,49 NORDEABP,"0,69",x,,"201 49 0,20",---,,"290,99","16,93",2003-01
52,50 COMARCH,"1,73","70,5",,"197 48 0,19",---,,"114,32","7,23",2003-01
53,51 ELEKTRIM,"2,63",x,,"180 44 0,18",---,,"68,46","83,77",2003-01
54,52 ORFE,"1,10","50,9",,"168 41 0,16",---,,"152,52","7,96",2003-01
55,53 KOGENERA,"0,28",x,,"167 40 0,16","4,5",,"592,47","14,90",2003-01
56,54 MENNICA,"0,59","73,5",,"143 35 0,14","4,6",,"241,55","6,57",2003-01
57,55 SANOK,"0,81","11,6",,"141 34 0,14",---,,"173,58","4,53",2003-01
58,56 06MAGNA,"0,63","9,1",,"133 32 0,13",---,,"210,62","30,06",2003-01
59,57 TUEUROPA,"2,18","13,5",,"124 30 0,12",---,,"56,69","7,88",2003-01
60,58 01NFI,"0,67","115,3",,"117 28 0,11",---,,"175,88","30,06",2003-01
61,59 13FORTUNA,"0,68","122,1",,"111 27 0,11",---,,"161,63","30,06",2003-01
62,60 EMAX,"4,08",x,,"110 27 0,11",---,,"27,02","2,90",2003-01
63,61 AGROS,"0,42",x,,"110 27 0,11",---,,"261,86","11,00",2003-01
64,62 GRUPAONET,"2,25","31,8",,"110 27 0,11",---,,"48,75","6,88",2003-01
65,63 ABG,"1,73","11,7",,"105 25 0,10",---,,"60,37","11,32",2003-01
66,64 ELDORADO,"1,56","12,2",,"99 24 0,10",---,,"63,28","6,64",2003-01
67,65 LENTEX,"0,59","15,0",,"98 24 0,10","4,5",,"164,51","6,21",2003-01
68,66 NETIA,x,x,,"95 23 0,09",---,,"-1 203,66","31,42",2003-01
69,67 04PRO,"0,65",x,,"93 23 0,09",---,,"142,55","30,06",2003-01
70,68 KROSNO,"0,78",x,,"92 22 0,09","2,7",,"118,21","2,53",2003-01
71,69 14ZACH,"0,58","15,9",,"91 22 0,09",---,,"156,82","30,06",2003-01
72,70 IMPEXMET,"0,22",x,,"90 22 0,09",---,,"412,73","10,63",2003-01
73,71 POLIGR,"1,38",x,,"90 22 0,09",---,,"65,17","5,30",2003-01
74,72 BORYSZEW,"0,92","2,2",,"90 22 0,09","4,4",,"97,07","11,22",2003-01
75,73 MOSTALWAR,"0,59","15,7",,"88 21 0,09",---,,"149,60","10,00",2003-01
76,74 PROVIMROL,"1,44","6,3",,"88 21 0,09",---,,"61,03","19,96",2003-01
77,75 RAFAKO,"0,53","3,8",,"78 19 0,08",---,,"148,90","17,40",2003-01
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2003-02
1,Shares,P/BV,P/E,,Market capitalisation at the period-end (mil),Dividend,,Book,Shares,2003-02
2,,,,,PLN EUR %,yield (%),,value (PLN mil),outstanding (mil),2003-02
3,1 TPSA,"1,35",x,,"16 310 3 876 16,04",---,,"12 069,16","1 400,00",2003-02
4,2 PEKAO,"2,07","19,0",,"14 619 3 474 14,37","4,3",,"7 077,46","165,75",2003-02
5,3 HANDLOWY,"1,22","37,5",,"7 263 1 726 7,14","2,2",,"5 952,03","125,23",2003-02
6,4 PKNORLEN,"0,92","18,5",,"7 206 1 712 7,09","0,7",,"7 867,07","420,18",2003-02
7,5 BANKBPH,"1,37","46,4",,"6 863 1 631 6,75","1,6",,"5 017,36","28,72",2003-02
8,6 BZWBK,"1,96","18,1",,"4 932 1 172 4,85","0,6",,"2 515,91","72,96",2003-02
9,7 INGBSK,"1,60","42,6",,"4 358 1 036 4,29","0,4",,"2 728,64","13,01",2003-02
10,8 ZYWIEC,"3,43","48,9",,"3 843 913 3,78",---,,"1 121,86","11,34",2003-02
11,9 KGHM,"0,77",x,,"2 500 594 2,46",---,,"3 230,53","200,00",2003-02
12,10 AGORA,"2,27","45,5",,"2 412 573 2,37",---,,"1 063,74","56,76",2003-02
13,11 SWIECIE,"2,98","14,4",,"2 310 549 2,27","3,6",,"775,03","50,00",2003-02
14,12 MILLENNIUM,"1,29","12,3",,"2 259 537 2,22",---,,"1 754,57","849,18",2003-02
15,13 PROKOM,"3,41","16,4",,"1 746 415 1,72",---,,"512,37","13,53",2003-02
16,14 KREDYTB,"0,95",x,,"1 627 387 1,60","1,8",,"1 720,92","147,90",2003-02
17,15 BRE,"1,01",x,,"1 562 371 1,54","14,7",,"1 551,63","22,97",2003-02
18,16 EFL,"1,59","15,6",,"1 166 277 1,15",---,,"734,68","44,68",2003-02
19,17 STOMIL,"1,66","10,5",,"1 116 265 1,10",---,,"673,05","27,22",2003-02
20,18 WARTA,"1,80","45,0",,"975 232 0,96","1,8",,"541,44","8,13",2003-02
21,19 NETIA,"0,32",x,,"876 208 0,86",---,,"2 772,30","344,05",2003-02
22,20 NETIA2,"0,32",x,,"876 208 0,86",---,,"2 772,30","344,05",2003-02
23,21 ORBIS,"0,57","24,2",,"811 193 0,80","2,3",,"1 419,38","46,08",2003-02
24,22 DEBICA,"1,26","10,2",,"792 188 0,78","0,5",,"627,56","13,80",2003-02
25,23 BOS,"1,19","19,3",,"673 160 0,66",---,,"567,58","13,20",2003-02
26,24 BUDIMEX,"1,37",x,,"631 150 0,62",---,,"460,77","25,53",2003-02
27,25 DZPOLSKA,"2,92","181,3",,"603 143 0,59",---,,"206,51","41,00",2003-02
28,26 KETY,"1,96","12,6",,"599 142 0,59","1,8",,"306,13","10,50",2003-02
29,27 COMPLAND,"3,32","42,4",,"572 136 0,56",---,,"172,59","6,73",2003-02
30,28 CERSANIT,"3,13","14,3",,"501 119 0,49",---,,"159,95","11,63",2003-02
31,29 PGF,"2,81","21,1",,"376 89 0,37",---,,"133,85","12,24",2003-02
32,30 ECHO,"1,54","12,6",,"371 88 0,36",---,,"240,78","10,50",2003-02
33,31 FORTISPL,"0,71","11,5",,"368 87 0,36",---,,"520,75","15,08",2003-02
34,32 OKOCIM,"0,76","123,8",,"348 83 0,34",---,,"455,21","28,72",2003-02
35,33 LGPETRO,"1,25",x,,"345 82 0,34",---,,"276,21","22,26",2003-02
36,34 POLIFARBC,"0,98","27,9",,"340 81 0,33",---,,"348,52","45,36",2003-02
37,35 LPP,"4,55","18,3",,"340 81 0,33",---,,"74,74","1,51",2003-02
38,36 DBPBC,"1,76","25,8",,"336 80 0,33",---,,"191,08","336,27",2003-02
39,37 POLFKUTNO,"2,30","13,1",,"302 72 0,30",---,,"131,03","1,92",2003-02
40,38 GRAJEWO,"1,15","9,1",,"299 71 0,29",---,,"261,01","5,16",2003-02
41,39 JELFA,"0,87","11,8",,"299 71 0,29","5,0",,"345,39","6,80",2003-02
42,40 SOFTBANK,"2,28",x,,"296 70 0,29",---,,"129,79","20,61",2003-02
43,41 GROCLIN,"2,50","10,1",,"287 68 0,28","0,7",,"114,83","5,00",2003-02
44,42 MITEX,"1,85","9,8",,"283 67 0,28",---,,"152,74","20,52",2003-02
45,43 08OCTAVA,"1,20",x,,"271 64 0,27",---,,"224,91","30,06",2003-02
46,44 FORTWRO,"0,62","99,9",,"258 61 0,25",---,,"414,34","50,60",2003-02
47,45 FARMACOL,"1,32","22,4",,"249 59 0,24",---,,"188,87","7,80",2003-02
48,46 NFIEMF,"1,81",x,,"236 56 0,23",---,,"130,07","30,06",2003-02
49,47 SOKOLOW,"0,95",x,,"226 54 0,22",---,,"237,84","100,19",2003-02
50,48 ELEKTRIM,"3,25",x,,"223 53 0,22",---,,"68,46","83,77",2003-02
51,49 09KWIAT,"0,86",x,,"213 51 0,21",---,,"247,49","30,06",2003-02
52,50 JUPITER,"0,74",x,,"213 51 0,21",---,,"288,24","60,11",2003-02
53,51 NORDEABP,"0,69",x,,"201 48 0,20",---,,"290,99","16,93",2003-02
54,52 COMARCH,"1,72","70,2",,"197 47 0,19",---,,"114,32","7,23",2003-02
55,53 KOGENERA,"0,28",x,,"171 41 0,17","4,4",,"603,71","14,90",2003-02
56,54 SANOK,"0,96","13,7",,"167 40 0,16",---,,"173,58","4,53",2003-02
57,55 AMICA,"0,73","31,1",,"160 38 0,16",---,,"219,58","8,74",2003-02
58,56 ORFE,"1,05","48,5",,"160 38 0,16",---,,"152,52","7,96",2003-02
59,57 MENNICA,"0,58","72,5",,"141 33 0,14","4,7",,"241,55","6,57",2003-02
60,58 06MAGNA,"0,67","10,1",,"135 32 0,13",---,,"203,06","30,06",2003-02
61,59 TUEUROPA,"2,24","13,4",,"134 32 0,13",---,,"59,79","7,88",2003-02
62,60 EMAX,"3,17","26,4",,"123 29 0,12",---,,"38,66","2,90",2003-02
63,61 13FORTUNA,"0,77","395,5",,"120 29 0,12",---,,"155,86","30,06",2003-02
64,62 ABG,"1,95","13,1",,"118 28 0,12",---,,"60,37","11,32",2003-02
65,63 01NFI,"0,71","33,1",,"114 27 0,11",---,,"161,38","30,06",2003-02
66,64 ELDORADO,"1,67","11,1",,"111 26 0,11",---,,"66,82","6,64",2003-02
67,65 AGROS,"0,41",x,,"108 26 0,11",---,,"261,86","11,00",2003-02
68,66 04PRO,"0,70",x,,"101 24 0,10",---,,"144,07","30,06",2003-02
69,67 IMPEXMET,"0,24",x,,"101 24 0,10",---,,"412,73","10,63",2003-02
70,68 GRUPAONET,"2,05","28,9",,"100 24 0,10",---,,"48,75","6,88",2003-02
71,69 LENTEX,"0,59","14,4",,"96 23 0,09","4,6",,"163,21","6,21",2003-02
72,70 14ZACH,"0,61",x,,"92 22 0,09",---,,"150,99","30,06",2003-02
73,71 KROSNO,"0,76",x,,"90 21 0,09","2,8",,"118,21","2,53",2003-02
74,72 PROVIMROL,"1,44","8,9",,"90 21 0,09",---,,"62,56","19,96",2003-02
75,73 BORYSZEW,"0,90","2,1",,"88 21 0,09","4,5",,"97,07","11,22",2003-02
76,74 POLIGR,"1,33",x,,"86 21 0,08",---,,"64,67","5,30",2003-02
77,75 MOSTALWAR,"0,55","14,7",,"82 19 0,08",---,,"149,60","10,00",2003-02
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2003-03
1,Shares,P/BV,P/E,,Market capitalisation at the period-end (mil),Dividend,,Book,Shares,2003-03
2,,,,,PLN EUR %,yield (%),,value (PLN mil),outstanding (mil),2003-03
3,1 TPSA,"1,28","18,9",,"16 170 3 671 16,13",---,,"12 661,16","1 400,00",2003-03
4,2 PEKAO,"2,04","18,8",,"14 437 3 277 14,40","4,4",,"7 077,56","165,75",2003-03
5,3 PKNORLEN,"0,88","14,4",,"7 017 1 593 7,00","0,7",,"7 933,88","420,18",2003-03
6,4 BANKBPH,"1,39","52,4",,"6 992 1 587 6,97","1,6",,"5 019,83","28,72",2003-03
7,5 HANDLOWY,"1,11","27,3",,"6 637 1 507 6,62","2,4",,"5 984,47","125,23",2003-03
8,6 BZWBK,"1,82","16,8",,"4 589 1 042 4,58","0,7",,"2 515,91","72,96",2003-03
9,7 INGBSK,"1,54","27,6",,"4 254 966 4,24","0,5",,"2 770,76","13,01",2003-03
10,8 ZYWIEC,"3,18","45,4",,"3 571 811 3,56",---,,"1 121,86","11,34",2003-03
11,9 SWIECIE,"3,26","15,7",,"2 525 573 2,52","3,3",,"775,03","50,00",2003-03
12,10 KGHM,"0,80",x,,"2 420 549 2,41",---,,"3 017,51","200,00",2003-03
13,11 AGORA,"2,27","45,5",,"2 412 548 2,41",---,,"1 063,74","56,76",2003-03
14,12 MILLENNIUM,"1,35","12,8",,"2 361 536 2,35",---,,"1 754,57","849,18",2003-03
15,13 BRE,"1,03",x,,"1 631 370 1,63","14,1",,"1 581,31","22,97",2003-03
16,14 PROKOM,"2,96","26,6",,"1 611 366 1,61",---,,"544,44","13,53",2003-03
17,15 KREDYTB,"0,86",x,,"1 479 336 1,48","2,0",,"1 720,92","147,90",2003-03
18,16 EFL,"1,71","13,3",,"1 197 272 1,19",---,,"702,27","44,68",2003-03
19,17 STOMIL,"1,69","10,7",,"1 138 258 1,13",---,,"673,05","27,22",2003-03
20,18 WARTA,"1,86","145,5",,"1 000 227 1,00","1,7",,"537,36","8,13",2003-03
21,19 NETIA,"0,31",x,,"862 196 0,86",---,,"2 772,30","344,05",2003-03
22,20 NETIA2,"0,31",x,,"862 196 0,86",---,,"2 772,30","344,05",2003-03
23,21 DEBICA,"1,34","10,8",,"842 191 0,84","0,5",,"627,56","13,80",2003-03
24,22 ORBIS,"0,66","22,5",,"788 179 0,79","2,3",,"1 196,72","46,08",2003-03
25,23 BUDIMEX,"1,45",x,,"666 151 0,66",---,,"460,77","25,53",2003-03
26,24 BOS,"1,14","18,6",,"647 147 0,65",---,,"567,58","13,20",2003-03
27,25 KETY,"1,97","12,6",,"602 137 0,60","1,7",,"306,13","10,50",2003-03
28,26 DZPOLSKA,"2,79","173,2",,"576 131 0,57",---,,"206,51","41,00",2003-03
29,27 COMPLAND,"3,13","40,0",,"540 123 0,54",---,,"172,59","6,73",2003-03
30,28 CERSANIT,"3,20","14,6",,"512 116 0,51",---,,"159,95","11,63",2003-03
31,29 LGPETRO,"1,45",x,,"401 91 0,40",---,,"276,21","22,26",2003-03
32,30 ECHO,"1,21","15,2",,"379 86 0,38",---,,"313,10","10,50",2003-03
33,31 PGF,"2,62","14,4",,"367 83 0,37",---,,"140,21","12,24",2003-03
34,32 OKOCIM,"0,80","129,4",,"363 82 0,36",---,,"455,21","28,72",2003-03
35,33 GRAJEWO,"1,38","10,5",,"361 82 0,36",---,,"261,01","5,16",2003-03
36,34 FORTISPL,"0,69","11,3",,"360 82 0,36",---,,"520,75","15,08",2003-03
37,35 SOFTBANK,"2,77",x,,"360 82 0,36",---,,"129,79","20,61",2003-03
38,36 LPP,"4,78","19,2",,"357 81 0,36",---,,"74,69","1,51",2003-03
39,37 DBPBC,"1,80","26,3",,"343 78 0,34",---,,"191,08","336,27",2003-03
40,38 POLFKUTNO,"2,44","13,9",,"320 73 0,32",---,,"131,03","1,92",2003-03
41,39 POLIFARBC,"0,90","25,8",,"315 72 0,31",---,,"348,52","45,36",2003-03
42,40 JELFA,"0,89","12,0",,"306 69 0,31","4,9",,"345,39","6,80",2003-03
43,41 GROCLIN,"2,54","10,0",,"295 67 0,29","0,7",,"115,85","5,00",2003-03
44,42 MITEX,"1,89","10,0",,"289 66 0,29",---,,"152,74","20,52",2003-03
45,43 FARMACOL,"1,40","7,6",,"285 65 0,28",---,,"203,57","7,80",2003-03
46,44 08OCTAVA,"1,26",x,,"280 63 0,28",---,,"221,53","30,06",2003-03
47,45 FORTWRO,"0,58","92,4",,"239 54 0,24",---,,"414,34","50,60",2003-03
48,46 NFIEMF,"1,80",x,,"234 53 0,23",---,,"130,07","30,06",2003-03
49,47 ELEKTRIM,x,x,,"226 51 0,23",---,,"-48,22","83,77",2003-03
50,48 SOKOLOW,"0,87","60,1",,"220 50 0,22",---,,"254,41","100,19",2003-03
51,49 09KWIAT,"0,87",x,,"216 49 0,22",---,,"247,49","30,06",2003-03
52,50 COMARCH,"1,73","39,1",,"208 47 0,21",---,,"120,03","7,23",2003-03
53,51 JUPITER,"0,69",x,,"200 45 0,20",---,,"288,24","60,11",2003-03
54,52 AMICA,"0,90","60,7",,"197 45 0,20",---,,"217,68","8,74",2003-03
55,53 NORDEABP,"0,70",x,,"190 43 0,19",---,,"271,05","16,93",2003-03
56,54 KOGENERA,"0,29",x,,"172 39 0,17","4,3",,"603,71","14,90",2003-03
57,55 SANOK,"0,92","11,8",,"163 37 0,16",---,,"176,97","4,53",2003-03
58,56 ORFE,"1,05",x,,"149 34 0,15",---,,"141,29","7,96",2003-03
59,57 MENNICA,"0,64",x,,"148 34 0,15","4,4",,"229,42","6,57",2003-03
60,58 TUEUROPA,"2,32","13,9",,"139 31 0,14",---,,"59,79","7,88",2003-03
61,59 06MAGNA,"0,67","10,2",,"136 31 0,14",---,,"203,06","30,06",2003-03
62,60 EMAX,"3,53","15,9",,"136 31 0,14",---,,"38,66","2,90",2003-03
63,61 ELDORADO,"1,80","11,9",,"120 27 0,12",---,,"66,82","6,64",2003-03
64,62 ABG,"1,62","11,3",,"118 27 0,12",---,,"72,97","11,32",2003-03
65,63 IMPEXMET,"0,27","6,9",,"111 25 0,11",---,,"410,98","10,63",2003-03
66,64 13FORTUNA,"0,70","360,9",,"110 25 0,11",---,,"155,86","30,06",2003-03
67,65 01NFI,"0,67","31,2",,"108 24 0,11",---,,"161,38","30,06",2003-03
68,66 KROSNO,"0,86","14,4",,"106 24 0,11","2,4",,"123,81","2,53",2003-03
69,67 AGROS,"0,39",x,,"105 24 0,10",---,,"268,75","11,00",2003-03
70,68 PROVIMROL,"1,56","9,7",,"98 22 0,10",---,,"62,56","19,96",2003-03
71,69 04PRO,"0,68",x,,"97 22 0,10",---,,"144,07","30,06",2003-03
72,70 GRUPAONET,"2,19",x,,"96 22 0,10",---,,"44,05","6,88",2003-03
73,71 MOSTALWAR,"0,59","8,2",,"94 21 0,09",---,,"159,36","10,00",2003-03
74,72 LENTEX,"0,57","14,0",,"94 21 0,09","4,7",,"163,21","6,21",2003-03
75,73 14ZACH,"0,62",x,,"93 21 0,09",---,,"150,99","30,06",2003-03
76,74 BORYSZEW,"0,89","2,5",,"88 20 0,09","4,5",,"98,50","11,22",2003-03
77,75 MIESZKO,"1,75","15,3",,"88 20 0,09",---,,"50,11","6,81",2003-03
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2003-04
1,Shares,P/BV,P/E,,Market capitalisation at the period-end (mil),Dividend,,Book,Shares,2003-04
2,,,,,PLN EUR %,yield (%),,value (PLN mil),outstanding (mil),2003-04
3,1 TPSA,"1,42","21,4",,"17 990 4 208 17,66",---,,"12 661,16","1 400,00",2003-04
4,2 PEKAO,"2,00","18,4",,"14 171 3 315 13,91","4,9",,"7 077,56","165,75",2003-04
5,3 PKNORLEN,"0,95","15,7",,"7 542 1 764 7,40","0,7",,"7 927,01","420,18",2003-04
6,4 BANKBPH,"1,29","48,4",,"6 461 1 511 6,34","1,7",,"5 019,83","28,72",2003-04
7,5 HANDLOWY,"1,03","25,5",,"6 186 1 447 6,07","2,5",,"5 984,47","125,23",2003-04
8,6 BZWBK,"1,71","15,8",,"4 305 1 007 4,23","1,3",,"2 515,91","72,96",2003-04
9,7 ZYWIEC,"3,42","48,8",,"3 831 896 3,76","5,9",,"1 121,86","11,34",2003-04
10,8 INGBSK,"1,33","23,5",,"3 623 847 3,56","0,5",,"2 730,27","13,01",2003-04
11,9 SWIECIE,"3,17","15,1",,"2 580 603 2,53","9,3",,"813,92","50,00",2003-04
12,10 AGORA,"2,18","43,6",,"2 316 542 2,27",---,,"1 063,74","56,76",2003-04
13,11 KGHM,"0,75",x,,"2 310 540 2,27",---,,"3 074,79","200,00",2003-04
14,12 MILLENNIUM,"1,28","13,7",,"2 284 534 2,24",---,,"1 778,85","849,18",2003-04
15,13 PROKOM,"3,06","27,5",,"1 665 389 1,63",---,,"544,44","13,53",2003-04
16,14 BRE,"1,00",x,,"1 587 371 1,56","14,5",,"1 581,31","22,97",2003-04
17,15 KREDYTB,"0,87",x,,"1 494 349 1,47","2,0",,"1 720,92","147,90",2003-04
18,16 EFL,"1,71","13,3",,"1 202 281 1,18",---,,"702,27","44,68",2003-04
19,17 STOMIL,"1,64","10,3",,"1 170 274 1,15",---,,"715,28","27,22",2003-04
20,18 WARTA,"2,06","160,9",,"1 105 259 1,08","1,6",,"537,36","8,13",2003-04
21,19 DEBICA,"1,62","13,0",,"1 015 237 1,00","0,4",,"627,56","13,80",2003-04
22,20 NETIA,"0,36",x,,"989 231 0,97",---,,"2 772,30","344,05",2003-04
23,21 NETIA2,"0,36",x,,"989 231 0,97",---,,"2 772,30","344,05",2003-04
24,22 ORBIS,"0,58","19,9",,"696 163 0,68","2,6",,"1 196,72","46,08",2003-04
25,23 KETY,"2,19","14,1",,"670 157 0,66","1,6",,"306,13","10,50",2003-04
26,24 BUDIMEX,"1,40",x,,"646 151 0,63",---,,"460,77","25,53",2003-04
27,25 CERSANIT,"3,72","15,4",,"639 150 0,63",---,,"171,92","13,29",2003-04
