,Spółki krajowe według kapitalizacji (na koniec miesiąca) / Domestic shares by market capitalization (eop),Spółki krajowe według kapitalizacji (na koniec okresu) / Domestic shares by market capitalization (eop),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,okres
9,,"4 TPSA 1 335,65 21 651 5 606 4,81 16 593,00","16,90","1,30","9,3",,2010-03
10,,"5 PGNIG 5 900,00 21 594 5 591 4,80 21 402,05","18,00","1,01","2,5",,2010-03
11,,"6 KGHM 200,00 21 460 5 556 4,77 10 622,01","9,10","2,02","10,9",,2010-03
12,,"7 PKNORLEN 427,71 16 595 4 297 3,69 21 707,21","12,70","0,76","0,0",,2010-03
13,,"8 BZWBK 73,08 15 046 3 896 3,35 6 055,55","17,00","2,48","0,0",,2010-03
14,,"9 HANDLOWY 130,66 10 453 2 706 2,32 6 199,39","20,70","1,69","0,0",,2010-03
15,,"10 INGBSK 13,01 9 705 2 513 2,16 4 886,71","16,30","1,99","0,0",,2010-03
16,,"11 ENEA 441,44 8 268 2 141 1,84 9 372,63","16,10","0,88","2,5",,2010-03
17,,"12 BRE 29,69 7 717 1 998 1,72 4 271,15","59,90","1,81","0,0",,2010-03
18,,"13 GETIN 712,42 7 658 1 983 1,70 4 054,08","27,70","1,89","0,0",,2010-03
19,,"14 TVN 340,75 6 133 1 588 1,36 1 285,15","14,60","4,77","3,2",,2010-03
20,,"15 GETINOBLE 953,76 5 789 1 499 1,29 785,10","34,00","7,37","0,8",,2010-03
21,,"16 GTC 219,37 5 440 1 409 1,21 4 152,28","0,00","1,31","0,0",,2010-03
22,,"17 MILLENNIUM 1 213,12 5 301 1 373 1,18 2 787,34","3 546,00","1,90","0,0",,2010-03
23,,"18 ZYWIEC 10,27 5 238 1 356 1,16 703,60","14,20","7,45","7,5",,2010-03
24,,"19 BANKBPH 76,67 5 060 1 310 1,13 4 483,32","108,00","1,13","0,0",,2010-03
25,,"20 ASSECOPOL 77,57 4 406 1 141 0,98 4 318,18","11,80","1,02","1,6",,2010-03
26,,"21 CYFRPLSAT 268,33 4 186 1 084 0,93 330,03","17,60","12,68","4,8",,2010-03
27,,"22 FORTISPL 24,12 4 173 1 081 0,93 1 368,63","0,00","3,05","0,0",,2010-03
28,,"23 KREDYTB 271,66 4 021 1 041 0,89 2 588,58","116,30","1,55","0,0",,2010-03
29,,"24 LOTOS 129,87 3 831 992 0,85 6 713,46","4,30","0,57","0,0",,2010-03
30,,"25 SWIECIE 50,00 3 750 971 0,83 1 184,45","52,50","3,17","0,0",,2010-03
31,,"26 LPP 1,75 3 229 836 0,72 687,27","30,40","4,70","0,0",,2010-03
32,,"27 STALPROD 6,73 3 175 822 0,71 1 344,46","11,10","2,36","1,7",,2010-03
33,,"28 PBG 14,30 3 081 798 0,69 1 623,49","14,60","1,90","0,0",,2010-03
34,,"29 BOGDANKA 34,01 2 577 667 0,57 1 738,90","13,50","1,48","3,4",,2010-03
35,,"30 EUROCASH 135,24 2 570 665 0,57 366,81","25,10","7,01","1,6",,2010-03
36,,"31 BUDIMEX 25,53 2 553 661 0,57 586,18","14,70","4,36","5,8",,2010-03
37,,"32 POLIMEXMS 464,36 2 368 613 0,53 1 383,89","15,20","1,71","0,2",,2010-03
38,,"33 SYNTHOS 1 323,25 2 316 600 0,51 1 653,46","14,20","1,40","0,0",,2010-03
39,,"34 CERSANIT 144,26 2 312 599 0,51 1 065,26","0,00","2,17","0,0",,2010-03
40,,"35 CCC 38,40 2 131 552 0,47 347,04","24,60","6,14","1,8",,2010-03
41,,"36 NETIA 389,28 1 978 512 0,44 2 025,45","22,30","0,98","0,0",,2010-03
42,,"37 ECHO 420,00 1 848 478 0,41 1 731,43","18,20","1,07","0,0",,2010-03
43,,"38 ORBIS 46,08 1 834 475 0,41 1 800,87","0,00","1,02","0,0",,2010-03
44,,"39 KRUSZWICA 22,99 1 773 459 0,39 670,94","12,40","2,64","3,9",,2010-03
45,,"40 NORDEABP 45,52 1 730 448 0,38 1 205,49","11,90","1,43","0,0",,2010-03
46,,"41 KOPEX 74,33 1 685 436 0,37 2 347,55","18,10","0,72","0,0",,2010-03
47,,"42 NFIEMF 104,03 1 665 431 0,37 496,69","31,00","3,35","0,0",,2010-03
48,,"43 ALCHEMIA 224,98 1 575 408 0,35 512,16","73,00","3,07","0,0",,2010-03
49,,"44 KOGENERA 14,90 1 535 397 0,34 949,08","9,40","1,62","2,0",,2010-03
50,,"45 MOSTALWAR 20,00 1 500 388 0,33 559,05","12,50","2,68","0,0",,2010-03
51,,"46 PULAWY 19,12 1 453 376 0,32 1 563,25","964,00","0,93","10,7",,2010-03
52,,"47 DZPOLSKA 63,79 1 426 369 0,32 345,13","53,10","4,13","0,9",,2010-03
53,,"48 AGORA 50,94 1 367 354 0,30 1 196,08","35,70","1,14","0,0",,2010-03
54,,"49 DOMDEV 24,56 1 359 352 0,30 748,66","16,90","1,82","1,4",,2010-03
55,,"50 MMPPL 153,19 1 285 333 0,29 633,95","20,00","2,03","0,0",,2010-03
56,,"51 BOS 15,05 1 267 328 0,28 919,95","47,10","1,38","0,0",,2010-03
57,,"52 BIOTON 5 290,38 1 217 315 0,27 1 139,64","0,00","1,07","0,0",,2010-03
58,,"53 FAMUR 481,50 1 180 305 0,26 723,61","20,30","1,63","0,0",,2010-03
59,,"54 EMPERIA 15,12 1 153 299 0,26 804,70","16,90","1,43","0,8",,2010-03
60,,"55 AMREST 14,19 1 068 277 0,24 382,66","27,80","2,79","0,0",,2010-03
61,,"56 KETY 9,23 1 056 274 0,23 800,81","14,90","1,32","0,0",,2010-03
62,,"57 DEBICA 13,80 1 049 272 0,23 748,72","14,60","1,40","2,1",,2010-03
63,,"58 FARMACOL 23,40 1 030 267 0,23 694,64","13,10","1,48","0,0",,2010-03
64,,"59 INTERCARS 14,17 1 027 266 0,23 498,91","15,20","2,06","0,0",,2010-03
65,,"60 KOFOLA 26,17 993 257 0,22 569,09","15,90","1,74","1,7",,2010-03
66,,"61 ARCTIC 55,40 989 256 0,22 618,04","7,50","1,60","0,0",,2010-03
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2010-04
1,,emisji Market capitalization księgowa,,,dywidendy,,2010-04
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2010-04
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2010-04
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2010-04
5,,(mil.) (PLN mil.),,,(%),,2010-04
6,,"1 PKOBP 1 250,00 53 375 13 679 11,69 20 435,87","23,20","2,61","1,9",,2010-04
7,,"2 PEKAO 262,36 44 286 11 350 9,70 18 371,08","18,40","2,41","0,0",,2010-04
8,,"3 PGE 1 730,09 38 200 9 790 8,36 38 849,75","11,30","0,98","2,5",,2010-04
9,,"4 KGHM 200,00 22 100 5 664 4,84 10 623,83","9,40","2,08","10,6",,2010-04
10,,"5 TPSA 1 335,65 21 437 5 494 4,69 16 859,00","17,30","1,27","9,3",,2010-04
11,,"6 PGNIG 5 900,00 20 591 5 277 4,51 21 402,05","17,10","0,96","2,6",,2010-04
12,,"7 PKNORLEN 427,71 16 728 4 287 3,66 21 707,21","12,80","0,77","0,0",,2010-04
13,,"8 BZWBK 73,08 15 931 4 083 3,49 6 055,55","18,00","2,63","0,0",,2010-04
14,,"9 HANDLOWY 130,66 10 583 2 712 2,32 6 199,39","21,00","1,71","0,0",,2010-04
15,,"10 INGBSK 13,01 10 148 2 601 2,22 4 886,71","17,10","2,08","0,0",,2010-04
16,,"11 BRE 29,69 8 373 2 146 1,83 4 525,45","50,10","1,85","0,0",,2010-04
17,,"12 ENEA 441,44 8 061 2 066 1,77 9 372,63","15,70","0,86","2,5",,2010-04
18,,"13 GETIN 712,42 7 780 1 994 1,70 4 054,08","28,20","1,92","0,0",,2010-04
19,,"14 TVN 340,93 6 474 1 659 1,42 1 285,15","15,40","5,04","3,0",,2010-04
20,,"15 MILLENNIUM 1 213,12 5 896 1 511 1,29 3 912,70","102,50","1,51","0,0",,2010-04
21,,"16 GETINOBLE 953,76 5 723 1 467 1,25 785,10","33,60","7,29","0,0",,2010-04
22,,"17 BANKBPH 76,67 5 459 1 399 1,20 4 489,27","103,40","1,22","0,0",,2010-04
23,,"18 ZYWIEC 10,27 5 310 1 361 1,16 703,60","14,40","7,55","7,4",,2010-04
24,,"19 GTC 219,37 5 133 1 316 1,12 4 152,28","0,00","1,24","0,0",,2010-04
25,,"20 ASSECOPOL 77,57 4 413 1 131 0,97 4 318,18","11,80","1,02","1,6",,2010-04
26,,"21 LOTOS 129,87 4 286 1 098 0,94 6 713,46","4,90","0,64","0,0",,2010-04
27,,"22 KREDYTB 271,66 4 265 1 093 0,93 2 588,58","123,40","1,65","0,0",,2010-04
28,,"23 FORTISPL 24,12 3 980 1 020 0,87 1 368,63","0,00","2,91","0,0",,2010-04
29,,"24 CYFRPLSAT 268,33 3 966 1 016 0,87 330,03","16,70","12,02","5,1",,2010-04
30,,"25 SWIECIE 50,00 3 650 935 0,80 1 184,45","51,10","3,08","0,0",,2010-04
31,,"26 PBG 14,30 3 388 868 0,74 1 623,49","16,10","2,09","0,0",,2010-04
32,,"27 LPP 1,75 3 238 830 0,71 685,59","30,90","4,72","0,0",,2010-04
33,,"28 STALPROD 6,73 3 033 777 0,66 1 344,46","10,60","2,26","1,8",,2010-04
34,,"29 EUROCASH 135,27 2 943 754 0,64 366,81","28,70","8,02","1,4",,2010-04
35,,"30 BUDIMEX 25,53 2 520 646 0,55 638,96","12,80","3,94","5,9",,2010-04
36,,"31 BOGDANKA 34,01 2 481 636 0,54 1 738,90","13,00","1,43","3,6",,2010-04
37,,"32 CERSANIT 144,26 2 367 607 0,52 1 065,26","0,00","2,22","0,0",,2010-04
38,,"33 SYNTHOS 1 323,25 2 355 604 0,52 1 653,46","14,50","1,42","0,0",,2010-04
39,,"34 POLIMEXMS 464,36 2 247 576 0,49 1 383,45","14,40","1,62","0,2",,2010-04
40,,"35 CCC 38,40 2 241 574 0,49 347,04","25,90","6,46","1,7",,2010-04
41,,"36 NFIEMF 104,03 1 977 507 0,43 496,69","36,80","3,98","0,0",,2010-04
42,,"37 ECHO 420,00 1 919 492 0,42 1 731,43","18,90","1,11","0,0",,2010-04
43,,"38 NETIA 389,34 1 916 491 0,42 2 025,45","21,60","0,95","0,0",,2010-04
44,,"39 ORBIS 46,08 1 854 475 0,41 1 800,87","0,00","1,03","0,0",,2010-04
45,,"40 NORDEABP 45,52 1 775 455 0,39 1 205,49","12,20","1,47","0,0",,2010-04
46,,"41 KRUSZWICA 22,99 1 737 445 0,38 670,94","12,20","2,59","4,0",,2010-04
47,,"42 KOGENERA 14,90 1 716 440 0,38 949,08","10,50","1,81","1,8",,2010-04
48,,"43 KOPEX 74,33 1 597 409 0,35 2 347,55","17,20","0,68","0,0",,2010-04
49,,"44 ALCHEMIA 224,98 1 523 390 0,33 512,16","70,60","2,97","0,0",,2010-04
50,,"45 DOMDEV 24,56 1 498 384 0,33 748,66","18,70","2,00","1,3",,2010-04
51,,"46 MOSTALWAR 20,00 1 459 374 0,32 556,14","12,40","2,62","0,0",,2010-04
52,,"47 DZPOLSKA 63,79 1 431 367 0,31 345,13","53,30","4,15","0,9",,2010-04
53,,"48 MMPPL 153,19 1 345 345 0,29 633,95","21,00","2,12","0,0",,2010-04
54,,"49 AGORA 50,94 1 335 342 0,29 1 196,08","34,80","1,12","0,0",,2010-04
55,,"50 PULAWY 19,12 1 281 328 0,28 1 563,25","849,80","0,82","12,2",,2010-04
56,,"51 BOS 15,05 1 258 323 0,28 919,95","46,80","1,37","0,0",,2010-04
57,,"52 EMPERIA 15,12 1 209 310 0,26 804,70","17,70","1,50","0,7",,2010-04
58,,"53 FAMUR 481,50 1 199 307 0,26 723,61","20,70","1,66","0,0",,2010-04
59,,"54 BIOTON 5 290,38 1 164 298 0,25 1 139,64","0,00","1,02","0,0",,2010-04
60,,"55 DEBICA 13,80 1 117 286 0,24 748,72","15,50","1,49","2,0",,2010-04
61,,"56 KETY 9,23 1 089 279 0,24 819,22","13,10","1,33","0,0",,2010-04
62,,"57 TUEUROPA 7,88 1 040 266 0,23 311,79","9,60","3,33","0,0",,2010-04
63,,"58 INTERCARS 14,17 1 030 264 0,23 498,89","15,10","2,06","0,0",,2010-04
64,,"59 KOFOLA 26,17 1 018 261 0,22 569,09","16,30","1,79","1,6",,2010-04
65,,"60 FARMACOL 23,40 995 255 0,22 694,64","12,60","1,43","0,0",,2010-04
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2010-05
1,,emisji Market capitalization księgowa,,,dywidendy,,2010-05
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2010-05
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2010-05
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2010-05
5,,(mil.) (PLN mil.),,,(%),,2010-05
6,,"1 PKOBP 1 250,00 51 500 12 632 10,99 21 180,90","20,70","2,43","1,9",,2010-05
7,,"2 PEKAO 262,36 44 182 10 837 9,43 19 179,30","18,00","2,30","1,7",,2010-05
8,,"3 PGE 1 730,09 36 488 8 950 7,79 40 015,34","10,70","0,91","2,6",,2010-05
9,,"4 PZU 86,35 30 223 7 413 6,45 12 053,25","8,80","2,51","42,2",,2010-05
10,,"5 TPSA 1 335,65 20 756 5 091 4,43 16 859,00","16,80","1,23","9,7",,2010-05
11,,"6 PGNIG 5 900,00 20 296 4 978 4,33 22 385,00","7,80","0,91","2,6",,2010-05
12,,"7 KGHM 200,00 19 700 4 832 4,20 11 374,51","7,90","1,73","11,9",,2010-05
13,,"8 PKNORLEN 427,71 16 467 4 039 3,51 22 130,61","5,50","0,74","0,0",,2010-05
14,,"9 BZWBK 73,08 15 054 3 692 3,21 6 339,95","15,10","2,37","1,9",,2010-05
15,,"10 HANDLOWY 130,66 9 891 2 426 2,11 6 481,09","16,20","1,53","0,0",,2010-05
16,,"11 INGBSK 13,01 9 823 2 409 2,10 5 134,02","14,20","1,91","0,0",,2010-05
17,,"12 ENEA 441,44 8 083 1 983 1,73 9 593,89","15,20","0,84","2,1",,2010-05
18,,"13 BRE 29,69 7 586 1 861 1,62 4 525,45","45,40","1,68","0,0",,2010-05
19,,"14 GETIN 712,42 7 295 1 789 1,56 4 139,31","25,80","1,76","0,0",,2010-05
20,,"15 TVN 341,18 5 926 1 454 1,26 1 355,78","11,50","4,37","3,3",,2010-05
21,,"16 MILLENNIUM 1 213,12 5 750 1 410 1,23 3 912,70","100,00","1,47","0,0",,2010-05
22,,"17 GETINOBLE 953,76 5 312 1 303 1,13 2 965,95","22,50","1,79","0,0",,2010-05
23,,"18 GTC 219,37 5 265 1 291 1,12 3 855,31","0,00","1,37","0,0",,2010-05
24,,"19 ZYWIEC 10,27 5 043 1 237 1,08 729,93","13,10","6,91","6,1",,2010-05
25,,"20 ASSECOPOL 77,57 4 491 1 102 0,96 4 324,99","11,40","1,04","1,6",,2010-05
26,,"21 BANKBPH 76,67 4 332 1 062 0,92 4 438,77","134,40","0,98","0,0",,2010-05
27,,"22 KREDYTB 271,66 4 306 1 056 0,92 2 755,41","33,00","1,56","0,0",,2010-05
28,,"23 LOTOS 129,87 4 136 1 015 0,88 6 722,70","2,60","0,62","0,0",,2010-05
29,,"24 FORTISPL 24,12 3 956 970 0,84 1 386,19","0,00","2,85","0,0",,2010-05
30,,"25 CYFRPLSAT 268,33 3 955 970 0,84 408,55","16,20","9,68","5,1",,2010-05
31,,"26 SWIECIE 50,00 3 318 814 0,71 1 202,22","35,70","2,76","0,0",,2010-05
32,,"27 LPP 1,75 3 133 768 0,67 681,67","29,10","4,60","0,0",,2010-05
33,,"28 PBG 14,30 3 051 748 0,65 1 667,05","14,90","1,83","0,7",,2010-05
34,,"29 STALPROD 6,73 2 905 713 0,62 1 387,56","11,70","2,09","1,8",,2010-05
35,,"30 EUROCASH 135,50 2 744 673 0,59 380,75","26,00","7,21","1,5",,2010-05
36,,"31 BUDIMEX 25,53 2 668 654 0,57 638,96","13,50","4,18","5,6",,2010-05
37,,"32 BOGDANKA 34,01 2 543 624 0,54 1 791,67","12,90","1,42","3,5",,2010-05
38,,"33 SYNTHOS 1 323,25 2 461 604 0,53 1 734,95","9,70","1,42","0,0",,2010-05
39,,"34 CCC 38,40 2 193 538 0,47 345,34","26,10","6,35","1,8",,2010-05
40,,"35 POLIMEXMS 464,36 2 066 507 0,44 1 410,15","14,90","1,47","0,2",,2010-05
41,,"36 CERSANIT 144,26 2 044 501 0,44 1 141,55","20,70","1,79","0,0",,2010-05
42,,"37 NETIA 389,34 1 912 469 0,41 2 042,50","17,50","0,94","0,0",,2010-05
43,,"38 NFIEMF 104,03 1 826 448 0,39 485,84","42,50","3,76","0,0",,2010-05
44,,"39 ECHO 420,00 1 823 447 0,39 1 757,54","22,60","1,04","0,0",,2010-05
45,,"40 NORDEABP 45,52 1 815 445 0,39 1 257,52","10,60","1,44","0,0",,2010-05
46,,"41 ORBIS 46,08 1 774 435 0,38 1 785,67","655,80","0,99","0,0",,2010-05
47,,"42 KRUSZWICA 22,99 1 724 423 0,37 703,28","14,60","2,45","4,0",,2010-05
48,,"43 KOGENERA 14,90 1 630 400 0,35 1 039,57","11,40","1,57","1,9",,2010-05
49,,"44 ALCHEMIA 224,98 1 525 374 0,33 511,33","0,00","2,98","0,0",,2010-05
50,,"45 MOSTALWAR 20,00 1 440 353 0,31 574,62","13,20","2,51","0,0",,2010-05
51,,"46 KOPEX 74,33 1 368 335 0,29 2 348,82","22,50","0,58","0,0",,2010-05
52,,"47 AGORA 50,94 1 332 327 0,28 1 220,75","22,60","1,09","0,0",,2010-05
53,,"48 EMPERIA 15,12 1 330 326 0,28 819,26","16,80","1,62","0,7",,2010-05
54,,"49 MMPPL 153,19 1 314 322 0,28 656,43","18,00","2,00","0,0",,2010-05
55,,"50 DOMDEV 24,56 1 265 310 0,27 761,47","25,10","1,66","1,6",,2010-05
56,,"51 DZPOLSKA 63,79 1 264 310 0,27 349,88","43,50","3,61","0,0",,2010-05
57,,"52 PULAWY 19,12 1 239 304 0,26 1 602,30","118,10","0,77","12,6",,2010-05
58,,"53 BOS 15,05 1 201 295 0,26 949,77","30,40","1,26","0,0",,2010-05
59,,"54 BIOTON 5 290,38 1 111 272 0,24 1 048,56","0,00","1,06","0,0",,2010-05
60,,"55 KOFOLA 26,17 1 031 253 0,22 566,93","12,90","1,82","1,6",,2010-05
61,,"56 TUEUROPA 7,88 1 008 247 0,22 426,81","8,70","2,36","0,0",,2010-05
62,,"57 FAMUR 481,50 1 006 247 0,21 744,59","15,90","1,35","0,0",,2010-05
63,,"58 KETY 9,23 987 242 0,21 819,22","11,90","1,20","0,0",,2010-05
64,,"59 AMREST 14,19 979 240 0,21 397,54","25,00","2,46","0,0",,2010-05
65,,"60 INTERCARS 14,17 961 236 0,21 503,57","16,30","1,91","0,0",,2010-05
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2010-06
1,,emisji Market capitalization księgowa,,,dywidendy,,2010-06
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2010-06
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2010-06
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2010-06
5,,(mil.) (PLN mil.),,,(%),,2010-06
6,,"1 PKOBP 1 250,00 45 563 10 990 10,12 21 180,90","18,30","2,15","2,2",,2010-06
7,,"2 PEKAO 262,36 40 928 9 872 9,09 19 179,30","16,70","2,13","1,9",,2010-06
8,,"3 PGE 1 730,09 36 332 8 764 8,07 40 015,34","10,70","0,91","2,6",,2010-06
9,,"4 PZU 86,35 30 223 7 290 6,71 12 053,25","8,80","2,51","42,2",,2010-06
10,,"5 PGNIG 5 900,00 19 411 4 682 4,31 22 385,00","7,50","0,87","2,7",,2010-06
11,,"6 TPSA 1 335,65 19 100 4 607 4,24 16 859,00","15,40","1,13","10,5",,2010-06
12,,"7 KGHM 200,00 17 720 4 274 3,94 11 374,51","7,10","1,56","3,4",,2010-06
13,,"8 PKNORLEN 427,71 15 175 3 660 3,37 22 130,61","5,10","0,69","0,0",,2010-06
14,,"9 BZWBK 73,08 14 162 3 416 3,15 6 339,95","14,20","2,23","2,1",,2010-06
15,,"10 INGBSK 13,01 9 823 2 369 2,18 5 134,02","14,20","1,91","0,0",,2010-06
16,,"11 HANDLOWY 130,66 9 669 2 332 2,15 6 481,09","15,90","1,49","0,0",,2010-06
17,,"12 TAURONPE 1 589,44 8 027 1 936 1,78 14 586,82","9,60","0,55","0,0",,2010-06
18,,"13 ENEA 441,44 7 849 1 893 1,74 9 593,89","14,80","0,82","2,1",,2010-06
19,,"14 GETIN 712,42 6 754 1 629 1,50 4 139,31","23,90","1,63","0,0",,2010-06
20,,"15 BRE 29,69 6 740 1 626 1,50 4 525,45","40,30","1,49","0,0",,2010-06
21,,"16 TVN 341,34 5 444 1 313 1,21 1 355,78","10,60","4,02","1,9",,2010-06
22,,"17 MILLENNIUM 1 213,12 5 192 1 252 1,15 3 912,70","90,30","1,33","0,0",,2010-06
23,,"18 GTC 219,37 5 105 1 231 1,13 3 855,31","0,00","1,32","0,0",,2010-06
24,,"19 ZYWIEC 10,27 4 950 1 194 1,10 729,93","12,80","6,78","6,2",,2010-06
25,,"20 GETINOBLE 953,76 4 864 1 173 1,08 2 965,95","20,60","1,64","0,0",,2010-06
26,,"21 KREDYTB 271,66 4 211 1 016 0,94 2 755,41","32,20","1,53","0,0",,2010-06
27,,"22 ASSECOPOL 77,57 4 189 1 010 0,93 4 324,99","10,60","0,97","0,0",,2010-06
28,,"23 CYFRPLSAT 268,33 3 808 918 0,85 408,55","15,60","9,32","5,3",,2010-06
29,,"24 BANKBPH 76,67 3 776 911 0,84 4 438,77","117,10","0,85","0,0",,2010-06
30,,"25 LOTOS 129,87 3 747 904 0,83 6 722,70","2,40","0,56","0,0",,2010-06
31,,"26 FORTISPL 24,12 3 573 862 0,79 1 386,19","0,00","2,58","0,0",,2010-06
32,,"27 SWIECIE 50,00 3 513 847 0,78 1 202,22","37,80","2,92","0,0",,2010-06
33,,"28 LPP 1,75 3 014 727 0,67 681,67","28,00","4,42","0,0",,2010-06
34,,"29 PBG 14,30 2 988 721 0,66 1 667,05","14,60","1,79","0,7",,2010-06
35,,"30 EUROCASH 136,30 2 955 713 0,66 380,75","28,00","7,76","1,7",,2010-06
36,,"31 STALPROD 6,73 2 643 637 0,59 1 387,56","10,60","1,90","2,0",,2010-06
37,,"32 BOGDANKA 34,01 2 614 631 0,58 1 791,67","13,30","1,46","0,0",,2010-06
38,,"33 SYNTHOS 1 323,25 2 369 571 0,53 1 734,95","9,30","1,37","0,0",,2010-06
39,,"34 BUDIMEX 25,53 2 234 539 0,50 638,96","11,30","3,50","7,8",,2010-06
40,,"35 CCC 38,40 2 074 500 0,46 345,34","24,70","6,00","1,9",,2010-06
41,,"36 POLIMEXMS 464,36 2 034 491 0,45 1 410,15","14,60","1,44","0,2",,2010-06
42,,"37 CERSANIT 144,26 1 972 476 0,44 1 141,55","20,00","1,73","0,0",,2010-06
43,,"38 NETIA 389,34 1 842 444 0,41 2 042,50","16,80","0,90","0,0",,2010-06
44,,"39 NORDEABP 45,52 1 771 427 0,39 1 257,52","10,40","1,41","0,0",,2010-06
45,,"40 ECHO 420,00 1 747 421 0,39 1 757,54","21,70","0,99","0,0",,2010-06
46,,"41 NFIEMF 104,03 1 717 414 0,38 485,84","40,00","3,53","0,0",,2010-06
47,,"42 KRUSZWICA 22,99 1 701 410 0,38 703,28","14,50","2,42","4,1",,2010-06
48,,"43 ORBIS 46,08 1 637 395 0,36 1 785,67","605,20","0,92","0,0",,2010-06
49,,"44 KOGENERA 14,90 1 621 391 0,36 1 039,57","11,30","1,56","1,9",,2010-06
50,,"45 ALCHEMIA 224,98 1 519 366 0,34 511,33","0,00","2,97","0,0",,2010-06
51,,"46 MMPPL 153,19 1 394 336 0,31 656,43","19,10","2,12","0,0",,2010-06
52,,"47 MOSTALWAR 20,00 1 362 329 0,30 574,62","12,50","2,37","2,1",,2010-06
53,,"48 DZPOLSKA 63,79 1 338 323 0,30 349,88","46,10","3,83","0,0",,2010-06
54,,"49 KOPEX 74,33 1 333 321 0,30 2 348,82","22,00","0,57","0,0",,2010-06
55,,"50 EMPERIA 15,12 1 308 316 0,29 819,26","16,50","1,60","0,7",,2010-06
56,,"51 BOS 16,37 1 307 315 0,29 949,77","33,10","1,38","0,0",,2010-06
57,,"52 AMREST 18,91 1 286 310 0,29 397,54","32,80","3,24","0,0",,2010-06
58,,"53 PULAWY 19,12 1 204 290 0,27 1 602,30","114,80","0,75","12,9",,2010-06
59,,"54 AGORA 50,94 1 172 283 0,26 1 220,75","19,90","0,96","0,0",,2010-06
60,,"55 DOMDEV 24,56 1 063 257 0,24 761,47","21,10","1,40","1,8",,2010-06
61,,"56 BIOTON 5 290,38 1 058 255 0,24 1 048,56","0,00","1,01","0,0",,2010-06
62,,"57 KOFOLA 26,17 1 032 249 0,23 566,93","13,00","1,82","1,6",,2010-06
63,,"58 FARMACOL 23,40 959 231 0,21 713,10","11,20","1,35","0,0",,2010-06
64,,"59 TUEUROPA 7,88 949 229 0,21 426,81","7,40","2,22","0,0",,2010-06
65,,"60 KETY 9,23 936 226 0,21 819,22","11,30","1,14","0,0",,2010-06
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2010-07
1,,emisji Market capitalization księgowa,,,dywidendy,,2010-07
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2010-07
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2010-07
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2010-07
5,,(mil.) (PLN mil.),,,(%),,2010-07
6,,"1 PKOBP 1 250,00 49 000 12 226 10,13 21 180,90","19,70","2,31","2,0",,2010-07
7,,"2 PEKAO 262,36 43 001 10 729 8,89 19 179,30","17,60","2,24","1,8",,2010-07
8,,"3 PGE 1 730,09 38 304 9 557 7,92 40 015,34","11,30","0,96","2,5",,2010-07
9,,"4 PZU 86,35 34 023 8 489 7,03 12 053,25","9,90","2,82","37,5",,2010-07
10,,"5 KGHM 200,00 21 340 5 324 4,41 11 374,51","8,60","1,88","2,8",,2010-07
11,,"6 TPSA 1 335,65 21 250 5 302 4,39 16 859,00","17,20","1,26","9,4",,2010-07
12,,"7 PGNIG 5 900,00 20 945 5 226 4,33 22 385,00","8,10","0,94","2,3",,2010-07
13,,"8 PKNORLEN 427,71 16 702 4 167 3,45 22 130,61","5,60","0,75","0,0",,2010-07
14,,"9 BZWBK 73,08 13 483 3 364 2,79 6 339,95","13,50","2,13","2,2",,2010-07
15,,"10 INGBSK 13,01 10 174 2 538 2,10 5 134,02","14,70","1,98","0,0",,2010-07
16,,"11 HANDLOWY 130,66 10 100 2 520 2,09 6 481,09","16,60","1,56","4,9",,2010-07
17,,"12 ENEA 441,44 8 140 2 031 1,68 9 593,89","15,30","0,85","2,1",,2010-07
18,,"13 TAURONPE 1 589,44 8 138 2 030 1,68 14 586,82","9,70","0,56","0,0",,2010-07
19,,"14 BRE 29,69 7 657 1 910 1,58 4 525,45","45,80","1,69","0,0",,2010-07
20,,"15 GETIN 712,42 7 317 1 825 1,51 4 139,31","25,80","1,77","0,0",,2010-07
21,,"16 TVN 341,36 6 076 1 516 1,26 1 355,78","11,80","4,48","1,7",,2010-07
22,,"17 MILLENNIUM 1 213,12 5 665 1 413 1,17 3 912,70","98,50","1,45","0,0",,2010-07
23,,"18 ZYWIEC 10,27 5 341 1 333 1,10 729,93","13,80","7,32","5,8",,2010-07
