nazwa,kategoria,URL,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
RESBUD,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_RESBUD.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01,6.23,5.33,5.31,4.39,4.28,5.43,5.43,5.43,5.39,6.15,5.78,5.62,6.42,5.71,5.62,5.1,4.93,4.15,4.02,3.15,4.34,3.48,3.2,2.96,3.18,3.83,3.39,3.5,8.7,7.7,2.45,2.66,2.29,1.96,1.87,1.81,1.77,1.9,1.75,2.21,2.06,2.02,1.98,1.87,1.84,1.76,1.31,1.41,1.43,1.2,0.86,0.75,0.89,0.88,0.97,0.85,0.75,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMFFM,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_RMFFM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,66,64,71,72,81,81,83,81,89,97,111,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROBYG,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ROBYG.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.7,159.39,150.8,158.53,145.54,140.47,135.96,136.24,146.25,140.26,137.9,134.88,134.53,140.75,146.06,154.58,150.34,144.89,147.75,151.6,147.11,156.06,169.68,172.41,169.45,173.22,186.14,191.6,186.12,181.91,168.63,183.63,179.99,179.99,175.46,176.62,182.25,187.11,203.87,210.87,213.69,203.55,202.21,230.88,224.32,223.36,217.46,258.11,276.23,276.39,273.64,272.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RONSON,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_RONSON.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.58,31.3,33.72,33.47,31.65,34.02,33.06,33.37,34.78
ROPCZYCE,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ROPCZYCE.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.27,28.23,25.95,25.86,28.13,21.39,23.14,22.3,20.4,18.65,18.29,16.82,17.94,20.54,22.53,22.27,20.55,19.88,24.29,23.98,22.82,23.76,22.14,23.51,21.76,21.13,23.2,21.79,22.28,20.92,22.99,23.56,20.77,23.42,23.22,30.86,32.59,32.25,38.89,36.62,36.39,34.84,35.42,36.15,34.34,40.94,41.2,41.86,44.96,41.96,39.32,40.38,40.1,36.31,39.51,50.28,42.35,46.25,46.98,48.07,47.38,54.15,49.77,52.22,48.42,45.2,35.89
ROVESE,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ROVESE.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,284,224,272,222,161,0,0,0,0,0,0,0,213,262,280,289,292,369,377,343,429,442,407,398.37,360.84,305.41,270.52,248.8,249.62,233.84,234.98,270.12,283.71,275.57,265.23,269.96,275.73,250.04,255.48,223.98,228.28,228.83,220.38,268.02,275.86,237.88,225.7,310.65,264.34,269.95,478.64,429.61,458.39,468.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUBICON,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_RUBICON.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.49,3.39,3.02,3.03,2.85,2.1,1.9,1.94,1.91,1.81,1.52,1.55,1.56,1.41,1.27,1.12,1.23,1.17,1.04,1.07,1.16,1.1,1.03,0.96,0.96,0.94,1.08,1.0,0.99,1.18,1.25,1.22,1.24,1.08,1.11,1.07,1.08,1.08,1.06,1.15,1.1,1.06,1.08,1.38,1.28,1.23,1.28,1.19,1.18,1.14,1.14,1.1,0.89,1.0,0.91,0.96,0.81,0.71,0.92,0.9,0.95,0.85,0.79,0.87,0.87,0.85
RUCH,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_RUCH.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,278,331,373,506,507,402,341,330,367,344,360,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANOK,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SANOK.png,34,34,37,36,33,30,30,29,28,29,32,33,34,40,37,41,44,54,89,118,102,78,72,76,93,91,98,98,104,84,96,103,99,94,92,88,86,74,75,71,74,78,80,91,84,80,93,98,104,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,269,282.98,294.65,290.0,266.49,288.81,271.35,261.46,296.65,299.37,297.64,303.96,314.07,344.58,383.52,430.55,426.52,417.15,403.77,408.2,377.73,329.92,361.14,335.72,351.68,284.47,322.54,362.32,359.22,366.85,317.08,344.61,401.24,400.86,437.02,386.42,372.48,372.06,404.73,382.23,396.44,450.79,430.6,389.03,363.7,368.07,342.27,287.71,294.67,285.09,260.59,233.74,216.56,220.93,221.88,201.08,174.61,169.92,155.16,179.2,150.77,160.78,176.43,158.74,162.88,158.47,159.95,144.08
SANPL,banki,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SANPL.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8734.76,7806.69,8466.12,8510.33,8915.61,8911.42,9007.16,9454.43,8696.87,8917.12,7789.08
SANWIL,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SANWIL.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,3.98,2.88,2.51,2.78,2.53,2.41,2.26,2.28,2.15,2.4,2.09,2.5,2.78,2.45,2.69,2.45,2.35,2.03,1.72,1.66,1.66,1.63,1.52,1.15,1.36,1.49,1.46,1.39,1.38,1.01,1.05,1.22,1.27,1.21,1.17,1.24,2.52,3.17,3.01,3.52,3.16,3.34,3.33,3.41,3.54,3.61,3.36,3.5,3.28,2.9,2.61,2.44,2.64,2.38,2.37,2.7,2.58,2.45,2.26,2.3,2.63,2.6,2.49,2.69,2.61,2.45
SARE,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SARE.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,12.2,12.24,11.03,9.25,8.82,8.77,9.36,10.3,9.5,9.86,9.89,10.14,10.32,12.99,13.71,11.68,11.19,11.03,10.37,11.19,11.13,12.2,12.37,11.96,10.56,10.86,10.5,10.19,9.37,8.53,7.83,5.29,4.27,4.43,3.21,3.19,3.38,3.19,2.55,2.56,2.86
SCOPAK,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SCOPAK.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06,9.9,9.65,6.09,9.26,9.22,8.07,6.41,6.24,4.17,3.4,2.37,2.52,2.64,4.75,5.87,3.98,3.33,6.26,4.31,5.45,4.23,4.85,4.42,3.43,3.26,2.97,3.28,3.57,3.08,2.51,1.71,1.28,0.7,1.16,2.05,2.09,1.89,1.59,1.39,1.15,0.99,0.99,0.97,0.96,0.97,0.98,0.99,0.94,0.82,0.56,0.45,0.44,0.43,0.44,0.44,0.28,0.21,0.07,0.11,0.14,0.21,0.19,0.17,0.13,0.14,0.11
SECOGROUP,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SECOGROUP.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.54,120.79,77.23,60.34,69.48,68.54,65.22,61.17,53.23,56.19,56.5,56.01,58.61,64.64,71.95,65.75,59.82,56.32,59.24,50.72,52.19,54.86,52.88,51.86,36.27,33.5,47.55,48.72,48.52,54.59,54.32,54.21,50.58,45.46,41.77,40.04,47.42,44.14,46.86,59.1,58.11,52.39,48.41,49.05,45.34,42.38,40.21,43.21,42.2,44.62,42.57,41.48,38.15,40.85,40.45,41.48,36.17,35.67,36.49,36.43,38.02,34.39,37.59,38.88,39.12,38.75,40.8
SEKO,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SEKO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.24,12.95,14.05,13.59,12.92,12.39,11.98,12.07,11.95,11.53,10.93,9.77,9.64,9.78,9.37,9.56,9.6,9.27,9.3,7.93,8.0,8.89,8.95,8.09,7.64,7.78,9.82,11.62,12.29,9.96,10.64,10.92,10.36,11.34,11.85,10.33,10.9,10.72,10.73,11.21,11.77,10.79,10.6,11.41,10.8,11.5,14.94,14.65,16.99,14.96,15.33,15.6,17.86,15.71,15.16,14.24,14.79,13.97,13.33,14.24,13.83,13.57,14.92,16.27,15.19,14.39,14.26
SELENAFM,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SELENAFM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.77,144.85,129.46,123.7,120.68,122.93,106.93,98.1,86.68,88.42,81.86,74.95,89.8,106.21,125.59,128.73,124.4,110.51,107.87,94.04,97.24,96.36,78.19,76.92,66.8,80.78,81.05,83.2,83.17,77.96,101.61,109.25,105.86,107.03,102.58,103.18,107.03,115.11,105.52,113.6,110.46,102.65,100.15,87.97,91.67,90.27,83.24,96.19,93.01,81.44,73.77,75.75,65.55,62.82,66.19,68.05,64.15,49.29,45.24,44.9,51.21,57.19,58.39,62.79,67.57,70.89,62.79
SELVITA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SELVITA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.63,50.43,48.01,59.18,54.95,57.06,50.0,55.48,56.37,65.6,66.11,74.1,64.86,56.12,61.26,69.75,68.41,67.49,66.77,69.55,75.31,77.94,83.8,78.9,87.79,105.54,105.73,174.58,184.9,191.61,201.89,171.55,161.57,175.26,141.93,185.01,191.5,195.84,204.37,198.59,225.54,205.58,208.35,215.42,205.99,209.02,194.69,167.52,199.97,219.78,203.72,224.27,230.76,218.08,215.6,230.76
SESCOM,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SESCOM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.46,17.42,13.61,12.9,9.82,16.62,15.24,14.55,14.19,13.59,13.25,17.05,17.28,14.78,12.72,13.63,12.82
SETANTA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SETANTA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58,14.96,13.92,12.06,11.55,8.87,8.71,6.25,6.19,6.28,6.09,5.38,9.14,8.66,8.29,7.5,3.59,1.4,1.65,1.88,1.43,1.37,1.54,1.32,1.26,1.43,1.21,1.2,1.69,2.46,2.41
SFINKS,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SFINKS.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.73,11.0,9.62,10.51,10.92,10.48,9.7,8.64,9.03,8.08,8.51,11.16,12.01,17.21,19.82,20.03,26.69,24.11,26.82,23.38,22.72,22.58,25.03,27.31,25.62,30.19,31.18,25.87,25.13,21.53,20.98,19.45,18.52,18.74,16.36,18.58,17.92,19.47,18.02,17.45,14.33,16.18,15.5,15.25,12.81,10.9,9.41,10.66,11.31,10.57,9.84,8.79,7.31,6.35,6.98,7.02,6.34,6.1,5.8,5.86,6.1,6.06,6.29,5.62,5.36,6.14,6.29
SIMPLE,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_SIMPLE.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49,9.42,10.5,10.69,9.73,9.89,9.37,8.77,9.43,8.6,9.11,9.29,9.99,11.58,12.62,11.62,10.61,9.85,9.87,9.21,8.88,9.86,10.32,9.66,8.83,8.01,9.13,7.96,6.35,6.38,6.69,6.49,7.2,7.4,7.3,7.0,7.39,7.99,8.67,8.33,8.05,7.97,8.78,7.14,7.43,7.52,7.19,7.15,7.54,8.06,8.0,7.7,7.19,6.62,6.52,6.72,6.65,7.72,7.85,7.84,7.76,7.92,7.94,8.02,7.4,7.41,7.23
